cwsac_id,battle_name,start_date,end_date,theater_code,campaign_code,result,cwss_url,partof_cwss,operation,forces_text,casualties_text,results_text,preservation,significance,cwsac_url,other_names,partof_cwsac,cws2_url,study_area,core_area,potnr_boundary,partof_cws2,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,significance_jim,significance_ed,significance_bill,aad_url,battle_type,partof_aad,lat,long,state,strength_mean,strength_var,casualties_kwm_mean,casualties_kwm_var,comment
VA082,Saltville II,1864-12-20,1864-12-21,MW,MW64-14,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA082,TRUE,0,Divisions,Unknown,Union victory,II.3,C,http://www.nps.gov/abpp/battles/va082.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,2562.15,552.68,1722.92,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=382&dt=295,Action,TRUE,36.8646,-81.7674,VA,7300,1666.6666666666667,,,
VA083,Hatcher's Run,1865-02-05,1865-02-07,ME,ME65-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA083,TRUE,0,"48,352 total (US 34,517; CS 13,835)","2,700 total",Union gained ground,II.2,B,http://www.nps.gov/abpp/battles/va083.htm,Dabney's Mill; Rowanty Creek; Armstrong's Mill; Vaughan Road,TRUE,http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,11886.79,1185.79,9481.02,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=285&dt=295,Battle,TRUE,37.1305,-77.4853,VA,48352,0.16666666666666666,2539,83333.41666666666,
VA084,Fort Stedman,1865-03-25,1865-03-25,ME,ME65-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA084,TRUE,0,Corps,"3,850 total (US 950; CS 2,900)",Union victory,III.1,A,http://www.nps.gov/abpp/battles/va084.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Fort Stedman to Front Royal.pdf,1874.25,300.86,1346.83,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=275&dt=295,Assault,TRUE,37.226,-77.371,VA,24898,8333333.416666666,3698,0.16666666666666666,
VA085,Lewis's Farm,1865-03-29,1865-03-29,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA085,TRUE,0,Corps,750 total (US 380; CS 370),Union victory,II.3,C,http://www.nps.gov/abpp/battles/va085.htm,Quaker Road; Military Road; Gravelly Road,TRUE,http://www.nps.gov/abpp/CWSII/Lewis Farm to Manassas II.pdf,1017.34,316.68,487.17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=274&dt=295,Engagement,TRUE,37.1283,-77.5278,VA,25e3,166666.66666666666,752,0.16666666666666666,
VA086,Dinwiddie Court House,1865-03-31,1865-03-31,ME,ME65-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA086,TRUE,0,"65,277 total (US 45,247; CS 20,030)",821 total,Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/va086.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,6359.75,2388.77,4636.78,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=277&dt=295,Engagement,TRUE,37.0773,-77.5871,VA,65277,8.416666666666668,1114,8.416666666666668,
VA087,White Oak Road,1865-03-31,1865-03-31,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA087,TRUE,0,Corps,"2,670 (US 1,870; CS 800)",Union gained ground,I.3,B,http://www.nps.gov/abpp/battles/va087.htm,Hatcher's Run; Gravelly Run; Boydton Plank Road; White Oak Ridge,TRUE,http://www.nps.gov/abpp/CWSII/White oak Road to Wilderness.pdf,4601.26,3090.64,3061.07,TRUE,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,B,,,http://aad.archives.gov/aad/record-detail.jsp?rid=278&dt=295,Engagement,TRUE,37.1484,-77.5197,VA,3e4,166666.66666666666,3016,0.16666666666666666,
VA088,Five Forks,1865-04-01,1865-04-01,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA088,TRUE,0,Corps,"3,780 total (US 830; CS 2,950)",Union victory,III.1,A,http://www.nps.gov/abpp/battles/va088.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Elthams Landing to Five Forks.pdf,5688,1272.01,5688,TRUE,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=280&dt=295,Battle,TRUE,37.1394,-77.6228,VA,32600,84166.66666666666,3830,83341.66666666666,
VA089,Petersburg III,1865-04-02,1865-04-02,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA089,TRUE,0,Armies,"7,750 total (US 3,500; CS 4,250)",Union victory,I.1,A,http://www.nps.gov/abpp/battles/va089.htm,Petersburg,TRUE,http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,20528.02,3477.64,12656.17,TRUE,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=281&dt=295,Assault,TRUE,37.1776,-77.4774,VA,134513,833.4166666666667,8746,0.16666666666666666,
VA090,Sutherland's Station,1865-04-02,1865-04-02,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA090,TRUE,0,Divisions,970 total (US 370; CS 600),Union victory,II.3,C,http://www.nps.gov/abpp/battles/va090.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,1905.9,351.17,684,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=283&dt=295,Engagement,TRUE,37.1975,-77.5625,VA,4500,84166.66666666666,966,833.4166666666667,
VA091,Amelia Springs,1865-04-05,1865-04-05,ME,ME65-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA091,TRUE,0,Divisions,250 total,Inconclusive,III.3,C,http://www.nps.gov/abpp/battles/va091.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,4824.29,687.37,4825.29,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=261&dt=295,Engagement,TRUE,37.3344,-78.079,VA,,,250,8.333333333333334,
VA092,Rice's Station,1865-04-06,1865-04-06,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA092,TRUE,0,Corps,Few,Union victory,II.4,D,http://www.nps.gov/abpp/battles/va092.htm,Rice's Depot,TRUE,http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,1854.74,193.68,610.03,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=262&dt=295,Engagement,TRUE,37.2691,-78.2947,VA,14300,1666.6666666666667,,,
VA093,Sailor's Creek,1865-04-06,1865-04-06,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA093,TRUE,0,Corps,"9,980 total",Union victory,II.2,B,http://www.nps.gov/abpp/battles/va093.htm,Hillsman Farm; Lockett Farm,TRUE,http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,5809.27,1524.74,5809.27,TRUE,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=264&dt=295,Engagement,TRUE,37.3055,-78.228,VA,53400,1666.6666666666667,8848,833.4166666666667,
VA094,Cumberland Church,1865-04-07,1865-04-07,ME,ME65-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA094,TRUE,0,Corps,910 total (US 655; CS 255),Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/va094.htm,Farmville,TRUE,http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,2557.94,511.84,2557.94,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=266&dt=295,Engagement,TRUE,37.3464,-78.3866,VA,12600,84166.66666666666,826,0.16666666666666666,
VA095,High Bridge,1865-04-06,1865-04-07,ME,ME65-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA095,TRUE,0,Divisions,"1,200 total (US 800 captured)",Inconclusive,III.3,C,http://www.nps.gov/abpp/battles/va095.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,3760.45,562.89,3368.89,TRUE,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=267&dt=295,Engagement,TRUE,37.3122,-78.3177,VA,2100,1666.6666666666667,947,833.4166666666667,
VA096,Appomattox Station,1865-04-08,1865-04-08,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA096,TRUE,0,Divisions,Unknown,Union victory,IV.2,B,http://www.nps.gov/abpp/battles/va096.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,4016.59,290.96,130.11,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=348&dt=295,Engagement,TRUE,37.3535,-78.8273,VA,7e3,166666.66666666666,1048,83333.41666666666,
VA097,Appomattox Court House,1865-04-09,1865-04-09,ME,ME65-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA097,TRUE,0,Armies,"700 total (27,805 Confederate soldiers paroled)",Union victory,III.1,A,http://www.nps.gov/abpp/battles/va097.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,5356.25,2107.18,3282.59,TRUE,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=269&dt=295,Engagement,TRUE,37.377778,-78.794444,VA,128305,83333.41666666666,28472,0.16666666666666666,
VA098,Petersburg I,1864-06-09,1864-06-09,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA098,TRUE,0,"7,000 total (US 4,500; CS 2,500)",120 total,Confederate victory,IV.2,D,http://www.nps.gov/abpp/battles/va098.htm,Old Men and Young Boys,TRUE,http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,9441.52,426.5,2563.3,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=286&dt=295,Engagement,TRUE,37.2038,-77.3831,VA,7e3,1666.6666666666667,120,83333.33333333333,
VA099,Trevilian Station,1864-06-11,1864-06-12,ME,ME64-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA099,TRUE,0,Divisions,"1,600 total",Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/va099.htm,Trevilians,TRUE,http://www.nps.gov/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,13186.01,4361.23,13071.03,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=263&dt=295,Combat,TRUE,38.0497,-78.066,VA,15700,1666.6666666666667,2078,0.16666666666666666,
VA100,Cockpit Point,1862-01-03,1862-01-03,ME,ME61-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA100,TRUE,0,Two gunboats [US]; battery garrison [CS],None,Inconclusive,III.3,C,http://www.nps.gov/abpp/battles/va100.htm,Batteries at Evansport; Freestone Point; Shipping Point,TRUE,http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,4428.07,78.08,142.91,TRUE,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=355&dt=295,Engagement,TRUE,38.5586,-77.2642,VA,,,0,0.16666666666666666,
VA101,Kernstown I,1862-03-23,1862-03-23,ME,ME62-03,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA101,TRUE,0,"12,300 total (US 8,500; CS 3,800)","1,308 total (US 590; CS 718)",Union victory,I.3,B,http://www.nps.gov/abpp/battles/va101.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,4485.72,1553.87,2036.36,TRUE,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=356&dt=295,Engagement,TRUE,39.1431,-78.2058,VA,12300,1666.6666666666667,1308,8.416666666666668,
VA102,McDowell,1862-05-08,1862-05-08,ME,ME62-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA102,TRUE,0,"12,500 total (US 6,500; CS 6,000)",720 (surgeon's list reports 556),Confederate victory,III.3,C,http://www.nps.gov/abpp/battles/va102.htm,Sitlington's Hill,TRUE,http://www.nps.gov/abpp/CWSII/Manassas Gap to Middleburg.pdf,7441.3,2258.22,7441.3,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=358&dt=295,Engagement,TRUE,38.3247,-79.4754,VA,12500,84166.66666666666,756,833.4166666666667,
VA103,Front Royal,1862-05-23,1862-05-23,ME,ME62-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA103,TRUE,0,"4,063 total (US 1,063; CS 3,000)",960 total (US 904; CS 56),Confederate victory,IV.1,C,http://www.nps.gov/abpp/battles/va103.htm,Guard Hill; Cedarville,TRUE,http://www.nps.gov/abpp/CWSII/Fort Stedman to Front Royal.pdf,6030.48,944.34,,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=359&dt=295,Action,TRUE,38.936,-78.1923,VA,4063,83333.41666666666,960,0.16666666666666666,
VA104,Winchester I,1862-05-25,1862-05-25,ME,ME62-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA104,TRUE,0,"22,500 total (US 6,500; CS 16,000)","2,419 total (US 2,019; CS 400)",Confederate victory,IV.2,A,http://www.nps.gov/abpp/battles/va104.htm,Bowers Hill,TRUE,http://www.nps.gov/abpp/CWSII/Williamsburg to Winchester I.pdf,5153.5,1760.28,,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=360&dt=295,Battle,TRUE,39.1773,-78.1744,VA,22500,84166.66666666666,2419,833.4166666666667,
VA105,Cross Keys,1862-06-08,1862-06-08,ME,ME62-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA105,TRUE,0,"17,300 total (US 11,500; CS 5,800)",951 total (US 664; CS 287),Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/va105.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,4498.12,2152.88,4498.12,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=361&dt=295,Battle,TRUE,38.3579,-78.8438,VA,17300,1666.6666666666667,972,0.16666666666666666,
VA106,Port Republic,1862-06-09,1862-06-09,ME,ME62-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA106,TRUE,0,"9,500 total (US 3,500; CS 6,000)","1,818 total (US 1,002; CS 816)",Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/va106.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,5445.9,2144.74,5390.58,TRUE,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=362&dt=295,Engagement,TRUE,38.3002,-78.7933,VA,9500,84166.66666666666,1800,84166.66666666666,
VA107,Winchester II,1863-06-13,1863-06-15,ME,ME63-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA107,TRUE,0,"19,500 total (US 7,000; CS 12,500)","4,709 total (US 4,443; CS 266)",Confederate victory,IV.1,B,http://www.nps.gov/abpp/battles/va107.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Winchester II to Yorktown.pdf,18133.49,3113.34,977.16,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=363&dt=295,Engagement,TRUE,39.1847,-78.1671,VA,19500,84166.66666666666,4709,0.16666666666666666,
VA108,Manassas Gap,1863-07-23,1863-07-23,ME,ME63-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA108,TRUE,0,Divisions,440 total,Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va108.htm,Wapping Heights,TRUE,http://www.nps.gov/abpp/CWSII/Manassas Gap to Middleburg.pdf,5225.05,1745.57,4674.29,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=364&dt=295,Action,TRUE,38.914,-78.114,VA,,,440,8.333333333333334,
VA109,Cove Mountain,1864-05-10,1864-05-10,ME,ME64-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA109,TRUE,0,Brigades,300 total,Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va109.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,2876.45,1049.77,2285.81,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=365&dt=295,Engagement,TRUE,37.043,-81.122,VA,6500,84166.66666666666,300,833.3333333333334,
VA110,New Market,1864-05-15,1864-05-15,ME,ME64-07,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA110,TRUE,0,"10,365 total (US 6,275; CS 4,090)","1,380 total (US 840; CS 540)",Confederate victory,IV.1,B,http://www.nps.gov/abpp/battles/va110.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,5928.92,2260.69,5411.82,TRUE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=366&dt=295,Engagement,TRUE,38.6552,-78.6783,VA,10365,8.416666666666668,1361,8.416666666666668,
VA111,Piedmont,1864-06-05,1864-06-05,ME,ME64-07,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA111,TRUE,0,"14,000 total (US 8,500; CS 5,500)","2,375 total (US 875; CS 1500)",Union victory,II.2,B,http://www.nps.gov/abpp/battles/va111.htm,Piedmont,TRUE,http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,7676.96,2862.31,7426.84,TRUE,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=367&dt=295,Engagement,TRUE,38.2142,-78.8994,VA,14e3,1666.6666666666667,2475,833.4166666666667,
VA113,Staunton River Bridge,1864-06-25,1864-06-25,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA113,TRUE,0,"Divisions (4,000 total)",150 total,Confederate victory,III.3,C,http://www.nps.gov/abpp/battles/va113.htm,Blacks and Whites; Old Men and Young Boys,TRUE,http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,4326.5,562.18,3849,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=368&dt=295,Engagement,TRUE,36.8857,-78.7044,VA,9600,1666.6666666666667,150,833.3333333333334,
VA114,Cool Spring,1864-07-17,1864-07-18,ME,ME64-08,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA114,TRUE,0,"13,000 total (US 5,000; CS 8,000)",819 total (US 422; CS 397),Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/va114.htm,Island Ford; Parkers Ford; Snickers Ferry; Castleman's Ferry,TRUE,http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,6187,1960.81,5726.77,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=369&dt=295,Engagement,TRUE,39.1457,-77.865,VA,13e3,166666.66666666666,819,0.16666666666666666,
VA115,Rutherford's Farm,1864-07-20,1864-07-20,ME,ME64-08,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA115,TRUE,0,"Divisions(5,850 total)","1,100 total",Union victory,IV.1,D,http://www.nps.gov/abpp/battles/va115.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,2393.97,1175.08,565.27,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=370&dt=295,Engagement,TRUE,39.2193,-78.1333,VA,5650,841.6666666666667,742,833.4166666666667,
VA116,Kernstown II,1864-07-24,1864-07-24,ME,ME64-08,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA116,TRUE,0,"23,000 total (US 10,000; CS 13,000)","1,800 total (US 1,200; CS 600)",Confederate victory,IV.1,B,http://www.nps.gov/abpp/battles/va116.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,7542.29,2296.17,2564.12,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=371&dt=295,Battle,TRUE,39.1395,-78.1953,VA,23e3,8416666.666666666,1785,833.4166666666667,
VA117,Guard Hill,1864-08-16,1864-08-16,ME,ME64-10,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA117,TRUE,0,Divisions,550 total,Inconclusive,IV.1,C,http://www.nps.gov/abpp/battles/va117.htm,Front Royal; Cedarville,TRUE,http://www.nps.gov/abpp/CWSII/Gaines Mill to Guard Hill.pdf,2341.19,1043.53,863,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=372&dt=295,Engagement,TRUE,38.9531,-78.2001,VA,,,551,8.416666666666668,
VA118,Berryville,1864-09-03,1864-09-04,ME,ME64-10,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA118,TRUE,0,Corps,500 total,Inconclusive,II.3,C,http://www.nps.gov/abpp/battles/va118.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Balls Bluff to Big Bethel.pdf,7018.01,1880.94,6206.78,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=373&dt=295,Engagement,TRUE,39.1621,-77.9976,VA,,,507,0.16666666666666666,
VA119,Opequon,1864-09-19,1864-09-19,ME,ME64-10,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA119,TRUE,0,"54,440 total(US 39,240; CS 15,200)","8,630 total (US 5,020; CS 3,610)",Union victory,IV.1,A,http://www.nps.gov/abpp/battles/va119.htm,Third Winchester,TRUE,http://www.nps.gov/abpp/CWSII/Oak Grove to Opequon.pdf,13688.5,5288.9,4262.52,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=374&dt=295,Battle,TRUE,39.1956,-78.1325,VA,54440,841.6666666666667,8630,16.666666666666668,
VA120,Fisher's Hill,1864-09-21,1864-09-22,ME,ME64-10,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA120,TRUE,0,"38,944 total (US 29,444; CS 9,500)","1,763 total (US 528; CS 1,235)",Union victory,I.3,B,http://www.nps.gov/abpp/battles/va120.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Elthams Landing to Five Forks.pdf,10248.76,2750.95,9703.13,TRUE,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=375&dt=295,Battle,TRUE,38.9838,-78.3959,VA,48450,841.6666666666667,1763,0.16666666666666666,
VA121,Tom's Brook,1864-10-09,1864-10-09,ME,ME64-10,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA121,TRUE,0,"9,800 total (US 6,300; CS 3,500)",407 total (US 57; CS 350),Union victory,II.3,C,http://www.nps.gov/abpp/battles/va121.htm,Woodstock Races,TRUE,http://www.nps.gov/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,9989.22,2018.44,9989.22,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=376&dt=295,Engagement,TRUE,38.9429,-78.4458,VA,9800,1666.6666666666667,407,8.416666666666668,
VA122,Cedar Creek,1864-10-19,1864-10-19,ME,ME64-10,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA122,TRUE,0,"52,945 total (US 31,945; CS 21,000)","8,575 total (US 5,665; CS 2,910)",Union victory,I.1,A,http://www.nps.gov/abpp/battles/va122.htm,Belle Grove,TRUE,http://www.nps.gov/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,13995.28,6252.02,12091.95,TRUE,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=377&dt=295,Battle,TRUE,39.0208,-78.3038,VA,47210,0.16666666666666666,7682,8.416666666666668,
VA123,Waynesboro,1865-03-02,1865-03-02,ME,ME65-03,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA123,TRUE,0,"4,100 total (US 2,500; CS 1,600)","1,800 total",Union victory,IV.2,B,http://www.nps.gov/abpp/battles/va123.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Walkerton to Waynesboro.pdf,2205.16,603.56,,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=378&dt=295,Engagement,TRUE,38.0656,-78.8962,VA,4100,1666.6666666666667,1630,841.6666666666667,
VA124,Namozine Church,1865-04-03,1865-04-03,ME,ME65-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA124,TRUE,0,Brigades,75 total,Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va124.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,3828.76,267.32,3828.76,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=379&dt=295,Action,TRUE,37.2489,-77.7256,VA,1700,84166.66666666666,81,833.3333333333334,
