page,year,date,locality,union_troops_engaged,union_killed,union_wounded,union_missing,confederate_killed,confederate_wounded,confederate_missing,remarks
,,Dec. 12th to 21st,"Stoneman’s raid from Bean’s Station, Tennessee, to Saltville, Virginia","Cavalry of the Army of the Ohio, commanded by Gens. Burbridge and Gillem",,,,,,,"Engagements at Kingsport, 13th; Bristol, 14th; Abingdon and Glade Springs, 15th; Marion, 16th and 18th; and Saltville, 20th. Casualty List, S. G. O"
,,Dec. 13th,"Kingsport, Tennessee","8th, 9th, and 13th Tennessee Cavalry, commanded by Brigadier General Gillem",2,7,,8,26,86,Official dispatches. Engagement during Stone-man’s raid to Saltville
,,Dec. 13th,"Fort McAllister, Georgia","2d Division, Major General Hazen’s, Fifteenth Corps, of the Army of the Military Division of the Mississippi , Major General W. T. Sherman",24,110,,,,250,Official Report of Major General W. T. Sherman
,,Dec. 14th,"Bristol, Tennessee",Cavalry commanded by General Burbridge,,,,,,,Official dispatches. Engagement during Stoneman’s raid to Saltville
,,Dec. 14th,"Memphis, Tennessee",4th Iowa Cavalry,3,6,15,,,,Official
,,Dec. 15th,"Abingdon, Virginia",Cavalry commanded by General Burbridge,,,,,,20,Engagement during Stoneman’s raid to Saltville
,,Dec. 15th,"Murfreesboro’, Tennessee",Troops commanded by General Rosseau,,,,,,,Official Report of Major General Thomas
,,Dec. 15th,Glade Springs,12th Kentucky Cavalry,,,,,,,Engagement during Stoneman’s raid to Saltville
,,Dec. 15th and 16th,Nashville. Tennessee,"Fourth Corps, Major General Wood, Army of the Cumberland; Twenty-third Corps, Major General J. M. Schofield, Army of the Ohio; 1st and 3d Divisions, Sixteenth Corps, Major General A. J. Smith, Army of the Tennessee; detachments of colored troops, convalescents, recruits, &c., Major General Steadman, and Cavalry Corps, Major Gen. Wilson, —commanded by Major General G. H. Thomas",400,1740,,,,4462,"Official Reports of Major General Thomas. Appendix  to Part I, Medical and Surgical History of the War, page 323. Casualty List, S. G. O. Also designated Brentwood and Overton’s Hills. Lieutenant General S. D. Lee and Brig. General Rulker, C. S. A., were wounded"
,,Dec. 16th,"Hopkinsville, Kentucky","2d and 3d Brigades, 1st Division, of Cavalry, McCook",,,,,,,"Report of Adjutant General of Wisconsin, 1865, page 592"
133,,Dec. 16th,"Marion and Wytheville, Virginia","8th, 9th, and 13th Tennessee Cavalry, commanded by General Gillem",,58,,,100,198,"Casualty Return, S. G. O. Official reports. Engagement  during Stoneman’s raid to Saltville"
,,Dec. 17th,"Millwood, Virginia",A scouting party of the 14th Pennsylvania Cavalry,12,19,40,,,,"Casualty List, S. G. O"
,,Dec. 17th,"Hollow Tree Gap, Tennessee","5th Division, Hatch’s, and 7th Division, Knipe’s, of Wilson’s Cavalry, of General Thomas’s army",,,,,,413,Official Report of Major General Thomas
,,Dec. 17th,"Franklin, Tennessee","6th Division, Johnson’s, of Wilson’s Cavalry, of Gen. Thomas’s army",,,,,,1800,The prisoners captured were Confederates wounded in the engagement November 30th
,,Dec. 17th,"Mitchell’s Creek, Florida","82d U. S. Colored Troops, of Col. Robinson’s command-",2,21,1,,,,Official
,,Dec. 17th to 19th,"Pine Barren Creek, Alabama","82d and 97th U. S. Colored Troops, commanded by Colonel Robinson, 97th U. S. Colored Troops",7,32,10,,,,
,,Dec. 18th,"Marion, Virginia","Cavalry of the Army of the Ohio, commanded by Gen. Burbridge",18,58,,,,200,"Official dispatches. Engagement during Stone-man’s raid to Saltville. Casualty Return, S. G. O"
,,Dec. 18th,"Franklin Creek, Mississippi","Troops of the Third Corps, Major General Granger",,1,,,,,
,,Dec. 19th,"Rutherford Creek, Tennessee",Cavalry of General Thomas's army,,,,,,,Official Report of Major General Thomas
,,Dec. 20th,"Saltville, Virginia","Gillem’s and Burbridge’s Cavalry, commanded by Gen. Stoneman",,,,,,,Official Report of Major General Thomas
,,Dec. 20th,"Lacey's Springs, Virginia","3d Division of Cavalry, Custer's, of the Army of the Potomac",2,22,40,,,,"Casualty List, S. G. O"
,,Dec. 20th,Madison Court House,"Michigan Cavalry Brigade of the 1st Division, Cavalry, Army of the Potomac",,,,,,13 kwm,Skirmish during the Gordonsville raid
,,Dec. 23d,"Lynnville, Tennessee","Cavalry of General Thomas's army, commanded by General Wilson",,,,,,,Official Report of Major General Thomas
,,Dec. 23d,"Jack’s Shop, near Gordonsville, Va.","1st Cavalry Division. Merritt’s. Army of the Potomac, and 2d Division. Cavalry, Powell’s, Army of West Virginia",,,,,,,"Casualty List, S. G. O"
,,Dec. 23d,"Buford’s Station, Tennessee","Cavalry of General Thomas’ army, commanded by Gen. Wilson",,,,,,,Official Report of Major General Thomas
,,Dec. 24th,"Elizabethtown, Kentucky","1st Wisconsin Cavalry, of the 1st Cavalry Division, . McCook's, Army of the Cumberland,",,,,,,11,"Report of Adjutant General of Wisconsin, 1865, page 592"
,,Dec. 24th,"Mocassin Gap, Virginia",8th Tennessee Cavalry,,,,,,,Stoneman’s raid
,,Dec. 24th,"Murfreesboro’, Tennessee",12th U. S. Colored Troops,3,,,,,,
,,Dec. 25th,"Fort Fisher, North Carolina","North Atlantic Squadron, commanded by Rear-Admiral Porter, and troops of the Tenth Corps, Army of the Janies, Major General B. F. Butler",8,38,3,3,55,280,"All the casualties were in the navy, and were caused by the bursting of six one-hundred-pound Parrott guns. Official report. Casualty List, S. G. O"
,,Dec. 25th,"Pulaski, Lamb’s Ferry, Anthony’s Hill, and Sugar Creek, Tennessee",,,,,,,200,Official Report of Major General Thomas
,,Dec. 25th,"Verona, Mississippi","7th Indiana Cavalry, of Grierson’s command",,,,,,26,Official Report of Major General B. H. Grierson
,,Dec. 27th and 28th,"Decatur, Alabama",Major General Steadman's Provisional Division,,,,,,,Official Report of Major General Thomas
,,Dec. 28th,"Egypt Station, Mississippi","7th Indiana, 4th and 11th Illinois, 4th and 10th Missouri, 2d Wisconsin, 2d New Jersey, 1st Mississippi, and 3d U. S. Colored Cavalry",23,88,7,,,500,"Official Report of Brigadier General B. H. Grierson, commanding. Brigadier General Gholson, C. S. A., was killed"
,,Dec. 29th,"Pond Spring, Alabama","15th Pennsylvania and detachments of the 2d Tennessee  and 10th. 12th, and 13th Indiana Cavalry, commanded  by Colonel Palmer",,1,,1,2,45,Official Report of Major General Steadman
134,1865,Jan. 2d,"Franklin, Mississippi","4th and 11th Illinois and 3d U. S. Colored Cavalry, commanded by Colonel Osband, 3d U. S. Colored Cavalry",4,9,,20,30,,"Casualty List, File A, No. 372, S. G. O. Official Report of Brigadier General B. H. Grierson"
,1865,Jan. 2d,"Nauvoo, Alabama","15th Pennsylvania and detachments of the 2d Tennessee  and 10th, 12th, and 13th Indiana Cavalry",,,,,,75,"Official Report of Colonel Palmer, 15th Pennsylvania  Cavalry. Capture and destruction of Hood’s supply and pontoon train"
,1865,Jan. 3d,"Thorn Hill, Alabama","15th Pennsylvania and detachments of the 10th, l2th, and 13th Indiana and 2d Tennessee Cavalry",1,2,,3,2,20,"Official Report of Colonel Palmer, 15th Pennsylvania  Cavalry"
,1865,Jan. 5th,"Smithfield, Kentucky",6th U. S. Colored Cavalry,2,,19,,,,Official
,1865,Jan. 7th,"Julesburg, Indian Territory",One company of the 7th Iowa Cavalry,14,2,,,,,"Report of Adjutant General of Iowa, 1865, p. 147. Engagement with Indians"
,1865,Jan. 8th,"Scottsboro’, Alabama",Fifty-four men of the 101st U. S. Colored Troops,,5,,1,5,5,Official Report of Brigadier General C. Cruft
,1865,Jan. 8th,"Ivy Ford, Arkansas",79th U. S. Colored Troops,,8,,,,,"Official. Casualty Return, S. G. O"
,1865,Jan. 11th,"Beverly, West Virginia",34th Ohio Volunteers and 8th Ohio Cavalry,5,20,583,,,,"Ohio in the War, Vol. 2, pages 227, 807"
,1865,Jan. 13th to 15th,"Fort Fisher, North Carolina","2d Division and 2d Brigade 1st Division, Twenty-fourth Corps, and 3d Division, Twenty-fifth Corps, of the Army of the James, commanded by Major General A. H. Terry, and sailors and marines of the Atlantic blockading squadron, commanded by Rear-Admiral Porter",184,749,22,,400,2083,"Official reports. Casualty List, S. G. O. Major General W. H. C. Whiting, commanding the Confederates, and Brig. Generals Bell, Curtis, and Penybacker, U. S. V., were wounded"
,1865,Jan. 14th,"Red Hill, Alabama","15th Pennsylvania Cavalry, commanded by Colonel W. J. Palmer",,,,,,100,Official Report of Major General Thomas
,1865,Jan. 14th,"Dardanelle, Arkansas",2d Kansas Cavalry and Iowa Cavalry,,6,,,90,,"Casualty Return, File F, No. 233, S. G. O"
,1865,Jan. 14th to 16th,"Pocataligo, South Carolina","Seventeenth Corps, Major General Blair, Army of the Tennessee",,25,,,,,"Official Report of Major General Sherman. Casualty  List, S. G. O"
,1865,Jan. 16th,Explosion of the magazine of Fort Fisher,Troops of General Terry’s detachment of the Army of the James,25,66,13,,,,"Official. Casualty List, S. G. O"
,1865,Jan. 18th,"Ten miles from Columbus, Kentucky",Tennessee Cavalry,,,,,,,
,1865,Jan. 19th,"Half-moon Battery, Sugar Loaf Hill, North Carolina","Portion of the Twenty-fourth and Twenty-fifth Corps, Army of the James",,12,,,,,"Report of Adjutant General of Connecticut, 1865, page 169. Casualty List, S. G. O"
,1865,Jan. 24th,"Fort Brady, Virginia",U. S. Colored Troops and Heavy Artillery of the Army of the James,4,10,,5,14,,Also designated Fort Burnham or Boggs' Mills
,1865,Jan. 25th,"Combahee River, South Carolina","Fifteenth Corps, Major Gen. Logan, and Seventeenth Corps, Major General Blair, —Army of the Tennessee, Major General O. O. Howard, of the Army of the Military Division of the Mississippi",,50 kw,,,,,"List of casualties, S. G. O. Appendix to Part I, Medical and Surgical History of the War, p. 321. Official Report of Major General Sherman"
,1865,Jan. 25th,"Powhatan, Virginia",1st U. S. Colored Cavalry,3,16,,,,,Official
,1865,Jan. 25th,"Simpsonville, Kentucky",5th U. S. Colored Cavalry,,,39,,,,Official
,1865,Jan. 29th to Feb. 11th,Expedition into Western North Carolina,"3d North Carolina, Colonel Kirk",,,30 kwm,,,,"Casualty Return, S. G. O"
135,1865,Feb. 3d to 9th,"River’s Bridge, Salkahatchie, South Carolina","Seventeenth Corps, Major General Blair, and Fifteenth Corps, Major Gen. Logan, —Army of the Tennessee",18,70,4,,,,"Includes skirmishes at Hickory Hill, Owen Cross Roads, Lowtonville, Duck Creek, and Whiphy Swamp. Official Report of Major General Sherman. List of casualties, S. G. O"
,1865,Feb. 5th to 7th,"Dabney’s Mills. Hatcher's Run, Va.","2d Division Cavalry, Gregg’s; Second Corps, Major General Humphrey; Fifth Corps, Major General G. K. Warren; and 1st Division, Sixth Corps, —Army of the Potomac, Major General Meade",232,1062,186,,,1200 kwm,"Official Report of Major General Grant. Casualty  List. S. G. O. Appendix to Part I, Medical and Surgical History of the War. Also designated  Rowanty Creek and Vaughn Road. Among the casualties in the Union army were Brigadier Generals Morrow, Smythe, Davis, Gregg, Ayres, Sickel, and Gwyn, wounded; in the Confederate army, General Pegram, killed, and Brigadier General Sorrell, wounded"
,1865,Feb. 5th,"Dunn’s Lake, Volusia County, Florida",Detachment of the 17th Connecticut Volunteers,1,1,34,,,,
,1865,Feb. 8th,"Mud Springs, Indian Territory",11th Ohio and 7th Iowa Cavalry,,,,,,,Engagement with Indians
,1865,Feb. 8th,"Wiliston, South Carolina",Cavalry commanded by Brigadier General Kilpatrick,,,25 kwm,,50 kw,40,"Official Report of Major General Sherman, commanding  Military Division of the Mississippi"
,1865,Feb. 9th,"Binnaker’s Bridge, South Edisto River, South Carolina","Seventeenth Corps, Major General Blair, Army of the Tennessee",,,36 kwm,,,,"Casualty List, S. G. O. Official Report of Major General Sherman, commanding Military Division  of the Mississippi"
,1865,Feb. 9th,"Rush Creek, Indian Territory",11th Ohio and 7th Iowa Cavalry,,,,,,,Engagement with Indians
,1865,Feb. 10th,"James Island, South Carolina","Schimmelfennig’s Division of the troops of the Department  of the South, Major General Gillmore",20,76,,20,70,25,"Casualty List, File F, No. 208, S. G. O"
,1865,Feb. 11th,"Blackville, South Carolina","3d Division Cavalry. Kilpatrick’s, Army of the Military  Division of the Mississippi",,,,,,,Official Report of Major General Sherman
,1865,Feb. 11th,"Sugar Loaf Battery, Federal Point, North Carolina","2d Division and 1st Brigade of the 1st Division, Twenty-fourth Corps, and 3d Division of the Twenty-fifth Corps, Army of the James, Major Gen. Terry",14,114,,,,65,Official Report of Major General Schofield
,1865,Feb. 11th,"Aiken, South Carolina","fid Division Cavalry, commanded by Gen. Kilpatrick",,,,31,160,60,Official Report of Major General Sherman
,1865,Feb. 12th,"Orangeburg, North Edisto River, South Carolina","Seventeenth Corps, Army of the Tennessee, Major General Blair",,,26 kwm,,,,"Official Report of Major General Sherman. Casualty  Lists, S. G. O"
,1865,Feb. 14th,"Gunter’s Bridge, South Carolina","3d Division Cavalry. Major General Kilpatrick, Army of the Military Division of the Mississippi",,,,,,,Official report
,1865,Feb. 15th,"Congaree Creek, South Carolina","Fifteenth Corps, Major General Logan, Army of the Tennessee",,,,,,,Official Report of Major General Sherman. commanding  Military Division of the Mississippi
,1865,Feb. 16th,"Cedar Keys, Florida",2d U. S. Colored Troops,6,,3,,,,Official
,1865,Feb. 16th and 17th,"Columbia, South Carolina","Fifteenth Corps. Major General J. A. Logan, Army of the Tennessee",,20 kw,,,,,"Official Report of Major General Sherman, commanding  Military Division of the Mississippi"
,1865,Feb. 18th,"Fort Jones, Kentucky",12th U. S. Colored Heavy Artillery,2,,,,,,Official
,1865,Feb. 18th,"Ashby Gap, Virginia",Detachment of the 14th Pennsylvania Cavalry,6,19,64,,,,Official Confederate reports
,1865,Feb. 18th,"Charleston, South Carolina","Troops of the Department of the South, Major Gen. Q. A. Gillmore",,,,,,,
,1865,Feb. 18th,"Fort Anderson, North Carolina","Navy, commanded by Rear-Admiral Porter; troops of the Twenty-fourth Corps, Army of the James, Major General Terry, and Twenty-third Corps, Army of the Ohio, Major General Cox. 3d Division. Twenty-third Corps. Army of the Ohio, Major General J. D. Cox",10,50,,70,400,50,"Official Reports of Rear-Admiral Porter and Major General Schofield, commanding."
,1865,Feb. 20th,"Fort Myers, Florida",,,,,,,,
,1865,Feb. 20th,"Town Creek, North Carolina","2d Division. Twenty-third Corps, Army of the Ohio, Major General J. D. Cox",30,154,,,,375,"Official Report of Major General Schofield. Casuality List, S. G. O"
136,1865,Feb. 22d,"Wilmington, North Carolina","2d and 3d Divisions of the Twenty-third Corps, Army of the Ohio, Major General J. D. Cox, and a portion of the Twenty-fourth Corps, Army of the James, Major General Terry",,,,,,,"Official Report of Major General Schofield. Casualty  List, S. G. O"
,1865,Feb. 22d,"Douglas Landing, Pine Bluff, Arkansas",13th Illinois Cavalry,,40,,,26,,Official
,1865,Feb. 26th,"Mount Clio, South Carolina","Detachment of mounted men, commanded by Captain Duncan",,,,,,,Official Report of Major General Sherman
,1865,Feb. 26th,"Lynch Creek, South Carolina","Advance of the Fifteenth Corps, Major General Logan",,,,,,,
,1865,Feb. -,"Chattanooga, Tennessee",16th U. S. Colored Troops,1,,10,,,,
,1865,Feb. 27th to Mar. 25th,Sheridan’s raid in Virginia,"1st Division, Major General Devin, and 3d Division, Major General Custer, Cavalry Corps, —Army of the Potomac, Major General Sheridan",,,,,,,"Official Report of Major General Sheridan. Includes  skirmishes at Mount Crawford, Feb. 29th, Waynesboro’, March 2d, and Ashland, Mar. 15th"
,1865,Feb. 29th,"Mount Crawford, Virginia","3d Brigade, 3d Division, Cavalry Corps, Army of the Potomac",,5,,,,30,"Skirmish during Sheridan’s raid, February 27th to March 25th"
,1865,Mar. 2d,Waynesboro’ Virginia,"3d Division, Brigadier General Custer, Cavalry Corps, Major Gen. Sheridan, Army of the Potomac",,,30 kwm,,,1600,"Official Report of Major General Sheridan. Casualty  List, S. G. O"
,1865,Mar. -,"Clinton, Louisiana",4th Wisconsin Cavalry,2,4,1,,,,Official
,1865,Mar. 2d,"Chesterfield, South Carolina","Advance of the Twentieth Corps, Major General A. S. Williams",,,,,,,"Official Report of Major General Sherman. Casualty List, S. G. O"
,1865,Mar. 2d and 3d,"Cheraw, South Carolina","Advance of the Seventeenth Corps, Major General F. P. Blair",,,,,,,"Official Report of Major General Sherman. Casualty  List, S. G. O"
,1865,Mar. 3d,"Florence, South Carolina",Detachment of mounted infantry from General Sherman's  Army,,,,,,,Official Report of Major General Sherman
,1865,Mar. 6th,"Olive Branch, Louisiana",4th Wisconsin Cavalry,3,2,,,,,"Report of Adjutant General of Wisconsin, 1865, page 637"
,1865,Mar. 6th,"Natural Bridge, Florida","2d and 99th U. S. Colored Troops, and other troops, commanded by General Newtown",22,46,13,,,,Official
,1865,Mar. 6th,"North Fork, Shenandoah, Virginia","Portion of Sheridan's Cavalry, commanded by Colonel Thompson, 1st New Hampshire Cavalry, guarding prisoners",,,,,,37,Official report
,1865,Mar. 7th,"Rockingham, North Carolina","Cavalry Division, Kilpatrick’s, of Sherman’s Army",,,,,,,
,1865,Mar.  8th to 10th,"Wilcox’s Bridge, Wise’s Fork, North Carolina","1st Division, Palmer’s, and 2d Division, Carter’s, of the District of Beaufort, and 1st Division, Ruger’s, Twenty-third Corps, Army of the Ohio",80,421,600,,,1500 kwm,Official Report of Major General Schofield
