battle,belligerent,description,commanders,strength,regiments,companies,brigades,divisions,corps,armies,cavalry_regiments,cavalry_brigades,cavalry_divisions,cavalry_corps,cavalry_companies,artillery_batteries,artillery_companies,artillery_regiments,artillery_sections,infantry_regiments,strength_other,ships,guns
VA085,CS,"8,000","[{'fullname': 'Bushrod R. Johnson', 'last_name': 'Johnson', 'first_name': 'Bushrod', 'middle_name': 'R.', 'rank': 'Major General', 'suffix': ''}]",8000,,,,,,,,,,,,,,,,,,,
VA085,US,"17,000","[{'fullname': 'G.K. Warren', 'last_name': 'Warren', 'first_name': 'G.K.', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",17000,,,,,,,,,,,,,,,,,,,
VA086,CS,"20,030","[{'fullname': 'George Pickett', 'last_name': 'Pickett', 'first_name': 'George', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Fitzhugh Lee', 'last_name': 'Lee', 'first_name': 'Fitzhugh', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",20030,,,,,,,,,,,,,,,,,,,
VA086,US,"45,247","[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",45247,,,,,,,,,,,,,,,,,,,
VA087,CS,"8,000","[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}, {'fullname': 'Richard H. Anderson', 'last_name': 'Anderson', 'first_name': 'Richard', 'middle_name': 'H.', 'rank': 'Lieutenant General', 'suffix': ''}]",8000,,,,,,,,,,,,,,,,,,,
VA087,US,"22,000","[{'fullname': 'G.K. Warren', 'last_name': 'Warren', 'first_name': 'G.K.', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",22000,,,,,,,,,,,,,,,,,,,
VA088,CS,"10,600","[{'fullname': 'George Pickett', 'last_name': 'Pickett', 'first_name': 'George', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",10600,,,,,,,,,,,,,,,,,,,
VA088,US,"22,000","[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",22000,,,,,,,,,,,,,,,,,,,
VA089,CS,"58,400","[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",58400,,,,,,,,,,,,,,,,,,,
VA089,US,"76,113","[{'fullname': 'Ulysses S. Grant', 'last_name': 'Grant', 'first_name': 'Ulysses', 'middle_name': 'S.', 'rank': 'Lieutenant General', 'suffix': ''}]",76113,,,,,,,,,,,,,,,,,,,
VA090,CS,"3,000","[{'fullname': 'Henry Heth', 'last_name': 'Heth', 'first_name': 'Henry', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Cadmus Wilcox', 'last_name': 'Wilcox', 'first_name': 'Cadmus', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",3000,,,,,,,,,,,,,,,,,,,
VA090,US,"1,500","[{'fullname': 'Nelson A. Miles', 'last_name': 'Miles', 'first_name': 'Nelson', 'middle_name': 'A.', 'rank': 'Major General', 'suffix': ''}]",1500,,,,,,,,,,,,,,,,,,,
VA091,CS,332,"[{'fullname': 'Rosser', 'last_name': '', 'first_name': 'Rosser', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Fitzhugh Lee', 'last_name': 'Lee', 'first_name': 'Fitzhugh', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",332,,,,,,,,,,,,,,,,,,,
VA091,US,unknown,"[{'fullname': 'George Crook', 'last_name': 'Crook', 'first_name': 'George', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA092,CS,"6,800","[{'fullname': 'James Longstreet', 'last_name': 'Longstreet', 'first_name': 'James', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",6800,,,,,,,,,,,,,,,,,,,
VA092,US,"7,500","[{'fullname': 'John Gibbon', 'last_name': 'Gibbon', 'first_name': 'John', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",7500,,,,,,,,,,,,,,,,,,,
VA093,CS,"16,900","[{'fullname': 'Richard Ewell', 'last_name': 'Ewell', 'first_name': 'Richard', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}, {'fullname': 'John B. Gordon', 'last_name': 'Gordon', 'first_name': 'John', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",16900,,,,,,,,,,,,,,,,,,,
VA093,US,"36,500","[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",36500,,,,,,,,,,,,,,,,,,,
VA094,CS,"4,000","[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",4000,,,,,,,,,,,,,,,,,,,
VA094,US,"8,600","[{'fullname': 'A.A. Humphreys', 'last_name': 'Humphreys', 'first_name': 'A.A.', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",8600,,,,,,,,,,,,,,,,,,,
VA095,CS,"1,200","[{'fullname': 'Thomas Rosser', 'last_name': 'Rosser', 'first_name': 'Thomas', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'William Mahone', 'last_name': 'Mahone', 'first_name': 'William', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",1200,,,,,,,,,,,,,,,,,,,
VA095,US,900,"[{'fullname': 'T. Read', 'last_name': 'Read', 'first_name': 'T.', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}, {'fullname': 'A.A. Humphreys', 'last_name': 'Humphreys', 'first_name': 'A.A.', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",900,,,,,,,,,,,,,,,,,,,
VA096,CS,"Artillery Train, approximately 3,000","[{'fullname': 'Lindsay Walker', 'last_name': 'Walker', 'first_name': 'Lindsay', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",3000,,,,,,,,,,,,,,,,,,,
VA096,US,"3rd US Cavalry Division, approximately 4,000","[{'fullname': 'George A. Custer', 'last_name': 'Custer', 'first_name': 'George', 'middle_name': 'A.', 'rank': 'Major General', 'suffix': ''}]",4000,,,,,,,,,,,,,,,,,,,
VA097,CS,"9,000","[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",9000,,,,,,,,,,,,,,,,,,,
VA097,US,"21,000","[{'fullname': 'Ulysses S. Grant', 'last_name': 'Grant', 'first_name': 'Ulysses', 'middle_name': 'S.', 'rank': 'Lieutenant General', 'suffix': ''}]",21000,,,,,,,,,,,,,,,,,,,
VA098,CS,"2,500","[{'fullname': 'P.G.T. Beauregard', 'last_name': 'Beauregard', 'first_name': 'P.G.T.', 'middle_name': '', 'rank': 'General', 'suffix': ''}]",2500,,,,,,,,,,,,,,,,,,,
VA098,US,"4,500","[{'fullname': 'Quincy Gillmore', 'last_name': 'Gillmore', 'first_name': 'Quincy', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",4500,,,,,,,,,,,,,,,,,,,
VA099,CS,"6,400","[{'fullname': 'Wade Hampton', 'last_name': 'Hampton', 'first_name': 'Wade', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",6400,,,,,,,,,,,,,,,,,,,
VA099,US,"9,300","[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",9300,,,,,,,,,,,,,,,,,,,
VA100,CS,"Battery Garrison, approximately 50","[{'fullname': 'S.G. French', 'last_name': 'French', 'first_name': 'S.G.', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",50,,,,,,,,,,,,,,,,,,,
VA100,US,"Gunboats, 2","[{'fullname': 'R.H. Wyman', 'last_name': 'Wyman', 'first_name': 'R.H.', 'middle_name': '', 'rank': 'Lieutenant', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,2,
VA101,CS,"3,800","[{'fullname': 'Thomas J. Jackson', 'last_name': 'Jackson', 'first_name': 'Thomas', 'middle_name': 'J.', 'rank': 'Major General', 'suffix': ''}]",3800,,,,,,,,,,,,,,,,,,,
VA101,US,"8,500","[{'fullname': 'Nathan Kimball', 'last_name': 'Kimball', 'first_name': 'Nathan', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",8500,,,,,,,,,,,,,,,,,,,
VA102,CS,"6,000","[{'fullname': 'Thomas J. Jackson', 'last_name': 'Jackson', 'first_name': 'Thomas', 'middle_name': 'J.', 'rank': 'Major General', 'suffix': ''}]",6000,,,,,,,,,,,,,,,,,,,
VA102,US,"6,500","[{'fullname': 'Robert Milroy', 'last_name': 'Milroy', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Robert Schenck', 'last_name': 'Schenck', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",6500,,,,,,,,,,,,,,,,,,,
VA103,CS,"Brigade, 3,000","[{'fullname': 'Thomas J. Jackson', 'last_name': 'Jackson', 'first_name': 'Thomas', 'middle_name': 'J.', 'rank': 'Major General', 'suffix': ''}]",3000,,,,,,,,,,,,,,,,,,,
VA103,US,"Garrison, 1,063","[{'fullname': 'John R. Kenly', 'last_name': 'Kenly', 'first_name': 'John', 'middle_name': 'R.', 'rank': 'Colonel', 'suffix': ''}]",1063,,,,,,,,,,,,,,,,,,,
VA104,CS,"16,000","[{'fullname': 'T.J. Jackson', 'last_name': 'Jackson', 'first_name': 'T.J.', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",16000,,,,,,,,,,,,,,,,,,,
VA104,US,"6,500","[{'fullname': 'Nathaniel P. Banks', 'last_name': 'Banks', 'first_name': 'Nathaniel', 'middle_name': 'P.', 'rank': 'Major General', 'suffix': ''}]",6500,,,,,,,,,,,,,,,,,,,
VA105,CS,"Division, 5,800","[{'fullname': 'Richard S. Ewell', 'last_name': 'Ewell', 'first_name': 'Richard', 'middle_name': 'S.', 'rank': 'Major General', 'suffix': ''}]",5800,,,,,,,,,,,,,,,,,,,
VA105,US,"Army, 11,500","[{'fullname': 'John C. Frémont', 'last_name': 'Frémont', 'first_name': 'John', 'middle_name': 'C.', 'rank': 'Major General', 'suffix': ''}]",11500,,,,,,,,,,,,,,,,,,,
VA106,CS,"6,000","[{'fullname': 'Thomas J. Jackson', 'last_name': 'Jackson', 'first_name': 'Thomas', 'middle_name': 'J.', 'rank': 'Major General', 'suffix': ''}]",6000,,,,,,,,,,,,,,,,,,,
VA106,US,"3,500","[{'fullname': 'Erastus Tyler', 'last_name': 'Tyler', 'first_name': 'Erastus', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",3500,,,,,,,,,,,,,,,,,,,
VA107,CS,"II Corps, 12,500","[{'fullname': 'Richard S. Ewell', 'last_name': 'Ewell', 'first_name': 'Richard', 'middle_name': 'S.', 'rank': 'Lieutenant General', 'suffix': ''}]",12500,,,,,,,,,,,,,,,,,,,
VA107,US,"Garrison, 7,000","[{'fullname': 'Robert Milroy', 'last_name': 'Milroy', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",7000,,,,,,,,,,,,,,,,,,,
VA108,CS,unknown,"[{'fullname': 'Richard Anderson', 'last_name': 'Anderson', 'first_name': 'Richard', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA108,US,unknown,"[{'fullname': 'William H. French', 'last_name': 'French', 'first_name': 'William', 'middle_name': 'H.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA109,CS,"4,000",[],4000,,,,,,,,,,,,,,,,,,,
VA109,US,"2,500","[{'fullname': 'William W. Averell', 'last_name': 'Averell', 'first_name': 'William', 'middle_name': 'W.', 'rank': 'Brigadier General', 'suffix': ''}]",2500,,,,,,,,,,,,,,,,,,,
VA110,CS,"4,090","[{'fullname': 'John C. Breckinridge', 'last_name': 'Breckinridge', 'first_name': 'John', 'middle_name': 'C.', 'rank': 'Major General', 'suffix': ''}]",4090,,,,,,,,,,,,,,,,,,,
VA110,US,"6,275","[{'fullname': 'Franz Sigel', 'last_name': 'Sigel', 'first_name': 'Franz', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",6275,,,,,,,,,,,,,,,,,,,
VA111,CS,"5,500","[{'fullname': 'William E. Jones', 'last_name': 'Jones', 'first_name': 'William', 'middle_name': 'E.', 'rank': 'Brigadier General', 'suffix': ''}]",5500,,,,,,,,,,,,,,,,,,,
VA111,US,"8,500","[{'fullname': 'David Hunter', 'last_name': 'Hunter', 'first_name': 'David', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",8500,,,,,,,,,,,,,,,,,,,
VA113,CS,"4,100",[],4100,,,,,,,,,,,,,,,,,,,
VA113,US,"5,500","[{'fullname': 'James Wilson', 'last_name': 'Wilson', 'first_name': 'James', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'August Kautz', 'last_name': 'Kautz', 'first_name': 'August', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",5500,,,,,,,,,,,,,,,,,,,
VA114,CS,"8,000","[{'fullname': 'Jubal A. Early', 'last_name': 'Early', 'first_name': 'Jubal', 'middle_name': 'A.', 'rank': 'Lieutenant General', 'suffix': ''}]",8000,,,,,,,,,,,,,,,,,,,
VA114,US,"5,000","[{'fullname': 'Horatio Wright', 'last_name': 'Wright', 'first_name': 'Horatio', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",5000,,,,,,,,,,,,,,,,,,,
VA115,CS,"approximately 3,300","[{'fullname': 'S.D. Ramseur', 'last_name': 'Ramseur', 'first_name': 'S.D.', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",3300,,,,,,,,,,,,,,,,,,,
VA115,US,"approximately 2,350","[{'fullname': 'William W. Averell', 'last_name': 'Averell', 'first_name': 'William', 'middle_name': 'W.', 'rank': 'Brigadier General', 'suffix': ''}]",2350,,,,,,,,,,,,,,,,,,,
VA116,CS,"Corp, 14,000","[{'fullname': 'Jubal Early', 'last_name': 'Early', 'first_name': 'Jubal', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",14000,,,,,,,,,,,,,,,,,,,
VA116,US,"Divisions 9,500","[{'fullname': 'George Crook', 'last_name': 'Crook', 'first_name': 'George', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",9500,,,,,,,,,,,,,,,,,,,
VA117,CS,unknown,"[{'fullname': 'Richard Anderson', 'last_name': 'Anderson', 'first_name': 'Richard', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA117,US,unknown,"[{'fullname': 'Wesley Merritt', 'last_name': 'Merritt', 'first_name': 'Wesley', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
VA118,CS,unknown,"[{'fullname': 'Jubal Early', 'last_name': 'Early', 'first_name': 'Jubal', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
VA118,US,unknown,"[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
VA119,CS,"15,200","[{'fullname': 'Jubal A. Early', 'last_name': 'Early', 'first_name': 'Jubal', 'middle_name': 'A.', 'rank': 'Lieutenant General', 'suffix': ''}]",15200,,,,,,,,,,,,,,,,,,,
VA119,US,"39,240","[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",39240,,,,,,,,,,,,,,,,,,,
VA120,CS,"12,000","[{'fullname': 'Jubal A. Early', 'last_name': 'Early', 'first_name': 'Jubal', 'middle_name': 'A.', 'rank': 'Lieutenant General', 'suffix': ''}]",12000,,,,,,,,,,,,,,,,,,,
VA120,US,"20,000","[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",20000,,,,,,,,,,,,,,,,,,,
VA121,CS,"3,500","[{'fullname': 'Thomas Rosser', 'last_name': 'Rosser', 'first_name': 'Thomas', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",3500,,,,,,,,,,,,,,,,,,,
VA121,US,"6,300","[{'fullname': 'Alfred Torbert', 'last_name': 'Torbert', 'first_name': 'Alfred', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",6300,,,,,,,,,,,,,,,,,,,
VA122,CS,"21,000","[{'fullname': 'Jubal Early', 'last_name': 'Early', 'first_name': 'Jubal', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",21000,,,,,,,,,,,,,,,,,,,
VA122,US,"31,945","[{'fullname': 'Horatio Wright', 'last_name': 'Wright', 'first_name': 'Horatio', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",31945,,,,,,,,,,,,,,,,,,,
VA123,CS,"1,600","[{'fullname': 'Jubal Early', 'last_name': 'Early', 'first_name': 'Jubal', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",1600,,,,,,,,,,,,,,,,,,,
VA123,US,"2,500","[{'fullname': 'Philip Sheridan', 'last_name': 'Sheridan', 'first_name': 'Philip', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",2500,,,,,,,,,,,,,,,,,,,
VA124,CS,700,"[{'fullname': 'Fitzhugh Lee', 'last_name': 'Lee', 'first_name': 'Fitzhugh', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",700,,,,,,,,,,,,,,,,,,,
VA124,US,"1,000","[{'fullname': 'George A. Custer', 'last_name': 'Custer', 'first_name': 'George', 'middle_name': 'A.', 'rank': 'Major General', 'suffix': ''}]",1000,,,,,,,,,,,,,,,,,,,
VA125,CS,unknown,"[{'fullname': 'H. Judson Kilpatrick', 'last_name': 'Kilpatrick', 'first_name': 'H.', 'middle_name': 'Judson', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Ulric Dahlgren', 'last_name': 'Dahlgren', 'first_name': 'Ulric', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
VA125,US,"4,000","[{'fullname': 'Wade Hampton', 'last_name': 'Hampton', 'first_name': 'Wade', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",4000,,,,,,,,,,,,,,,,,,,
WV001,CS,Recruits (approx. 800 men),"[{'fullname': 'George A. Porterfield', 'last_name': 'Porterfield', 'first_name': 'George', 'middle_name': 'A.', 'rank': 'Colonel', 'suffix': ''}]",800,,,,,,,,,,,,,,,,,,,
WV001,US,"Indiana, Ohio, and Virginia Volunteers (approx. 3,000 men)","[{'fullname': 'Thomas A. Morris', 'last_name': 'Morris', 'first_name': 'Thomas', 'middle_name': 'A.', 'rank': 'Brigadier General', 'suffix': ''}]",3000,,,,,,,,,,,,,,,,,,,
WV002,CS,1st Brigade,"[{'fullname': 'Thomas J. Jackson', 'last_name': 'Jackson', 'first_name': 'Thomas', 'middle_name': 'J.', 'rank': 'Colonel', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
WV002,US,"1st Brigade and 6th Brigade, Patterson's Division","[{'fullname': 'George H. Thomas', 'last_name': 'Thomas', 'first_name': 'George', 'middle_name': 'H.', 'rank': 'Colonel', 'suffix': ''}, {'fullname': 'John J. Abercrombie', 'last_name': 'Abercrombie', 'first_name': 'John', 'middle_name': 'J.', 'rank': 'Colonel', 'suffix': ''}]",,,,2,,,,,,,,,,,,,,,,
WV003,CS,"Camp Garnett Garrison and associated regiments (approx. 1,300 men)","[{'fullname': 'John Pegram', 'last_name': 'Pegram', 'first_name': 'John', 'middle_name': '', 'rank': 'Lieutenant Colonel', 'suffix': ''}]",1300,,,,,,,,,,,,,,,,,,,
WV003,US,"Department of the Ohio, force at Roaring Creek (approx. 3,000 men) and force at Hart Farm (approx. 1,900 men)","[{'fullname': 'George B. McClellan', 'last_name': 'McClellan', 'first_name': 'George', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'William S. Rosecrans', 'last_name': 'Rosecrans', 'first_name': 'William', 'middle_name': 'S.', 'rank': 'Brigadier General', 'suffix': ''}]",4900,,,,,,,,,,,,,,,,,,,
WV004,CS,Confederate forces in the Kanawha Valley,"[{'fullname': 'John Floyd', 'last_name': 'Floyd', 'first_name': 'John', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
WV004,US,7th Ohio Regiment,"[{'fullname': 'Erastus Tyler', 'last_name': 'Tyler', 'first_name': 'Erastus', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",,1,,,,,,,,,,,,,,,,,,
WV005,CS,Army of the Northwest,"[{'fullname': 'Robert E. Lee', 'last_name': 'Lee', 'first_name': 'Robert', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
WV005,US,"1st Brigade, Army of Occupation, Western Virginia","[{'fullname': 'Joseph J. Reynolds', 'last_name': 'Reynolds', 'first_name': 'Joseph', 'middle_name': 'J.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
WV006,CS,Army of the Kanawha,"[{'fullname': 'John Floyd', 'last_name': 'Floyd', 'first_name': 'John', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
WV006,US,Army of Occupation in Western Virginia,"[{'fullname': 'William S. Rosecrans', 'last_name': 'Rosecrans', 'first_name': 'William', 'middle_name': 'S.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
WV007,CS,Camp Bartow Garrison,"[{'fullname': 'Henry R. Jackson', 'last_name': 'Jackson', 'first_name': 'Henry', 'middle_name': 'R.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
WV007,US,"1st Brigade, Army of Occupation, Western Virginia","[{'fullname': 'Joseph J. Reynolds', 'last_name': 'Reynolds', 'first_name': 'Joseph', 'middle_name': 'J.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
WV008,CS,Camp Allegheny Garrison,"[{'fullname': 'Edward Johnson', 'last_name': 'Johnson', 'first_name': 'Edward', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
WV008,US,Army of the Northwest,"[{'fullname': 'Robert Milroy', 'last_name': 'Milroy', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
WV009,CS,"Army of East Kentucky and Wharton’s Brigade, Department of Southwest Virginia","[{'fullname': 'Humphrey Marshall', 'last_name': 'Marshall', 'first_name': 'Humphrey', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,1,,,,,,,,,,,,,
WV009,US,District of Kanawha,"[{'fullname': 'Jacob D. Cox', 'last_name': 'Cox', 'first_name': 'Jacob', 'middle_name': 'D.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
WV010,CS,"2nd Wing, Army of Northern Virginia","[{'fullname': 'Thomas J. Jackson', 'last_name': 'Jackson', 'first_name': 'Thomas', 'middle_name': 'J.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,0.5,,,,,,,,,,,,,
WV010,US,"Harpers Ferry Garrison (approx. 12,000 men)","[{'fullname': 'Dixon S. Miles', 'last_name': 'Miles', 'first_name': 'Dixon', 'middle_name': 'S.', 'rank': 'Colonel', 'suffix': ''}]",12000,,,,,,,,,,,,,,,,,,,
WV012,CS,"1st Brigade, Army of Southwestern Virginia","[{'fullname': 'John Echols', 'last_name': 'Echols', 'first_name': 'John', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
WV012,US,1st Separate Brigade,"[{'fullname': 'William W. Averell', 'last_name': 'Averell', 'first_name': 'William', 'middle_name': 'W.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
WV013,CS,Johnson's Cavalry Brigade,"[{'fullname': 'Bradley T. Johnson', 'last_name': 'Johnson', 'first_name': 'Bradley', 'middle_name': 'T.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,1,,,,,,,,,,,
