"battle","start_date_1","end_date_1","outcome_cwsac1","significance","theater","campaign","casualties_total_cwsac","casualties_US_cwsac","casualties_CS_cwsac","casualties_mipat_cwsac","core_area","study_area","cwsac_name","outcome_cwsac2","start_date_2","end_date_2","strength_CS_cwsac","strength_US_cwsac","state","casualties_mipat_ken","casualties_total_ken","casualties_US_ken","casualties_CS_ken","strength_US_liv","strength_CS_liv","casualties_US_liv","casualties_CS_liv","outcome_liv","casualties_CS_phi","casualties_US_phi","outcome_bod","casualties_CS_bod","casualties_US_bod","strength_CS_bod","strength_US_bod","casualties_CS_fox","casualties_US_fox","outcome_fox","casualties_US_cdb90","casualties_CS_cdb90","strength_US_cdb90","strength_CS_cdb90","attacker_cdb90","outcome_cdb90","naval_battle","siege","outcome_dbp","dbpedia_uri","strength_US_wiki","strength_CS_wiki","casualties_US_wiki","casualties_CS_wiki","attacker","surrender","start_date","end_date","battle_name","duration","mid_date","battle_num","strength_US","casualties_US","strength_CS","casualties_CS","battle_name_short","outcome","lat","long"
"VA096","1865-04-08","1865-04-08","Union","B","Eastern","Appomattox Campaign [March-April 1865]",,,,7,290.96,4016.59,"Appomattox Station","Union","1865-04-08","1865-04-08",3000,4000,"VA",0,1048,48,1000,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Appomattox_Station",4000,3000,200,1500,"US","None","1865-04-08","1865-04-08","Battle of Appomattox Station",1,"1865-04-08",371,3793.5313850314,106.9116891958,3027.4311738161,1380.922327802,"Appomattox Station","Union",37.3535,-78.8273
"VA097","1865-04-09","1865-04-09","Union","A","Eastern","Appomattox Campaign [March-April 1865]",28505,200,28305,6,2107.18,5356.25,"Appomattox Courthouse","Union","1865-04-09","1865-04-09",28305,,"VA",0,28895,164,28731,,,,,,,,"Union",28000,,28000,100000,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Appomattox_Court_House",100000,28000,164,28000,"CS","Confederate complete","1865-04-09","1865-04-09","Battle of Appomattox Court House",1,"1865-04-09",373,91967.5546203343,176.2050257874,28154.669035823,25523.9682716058,"Appomattox Court House","Union",37.377778,-78.794444
"VA098","1864-06-09","1864-06-09","Confederate","D","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",120,,,6,426.5,9441.52,"Petersburg I","Confederate","1864-06-09","1864-06-09",2500,4500,"VA",6,120,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/First_Battle_of_Petersburg",4500,2500,40,80,"US","None","1864-06-09","1864-06-09","First Battle of Petersburg",1,"1864-06-09",265,4442.0573020253,59.825201412,2546.6417338583,57.2124471251,"First Petersburg","Confederate",37.2038,-77.3831
"VA099","1864-06-11","1864-06-12","Confederate","B","Eastern","Grant's Overland Campaign [May-June 1864]",1600,,,6,4361.23,13186.01,"Trevilian Station","Confederate","1864-06-11","1864-06-12",6400,9300,"VA",0,2078,1007,1071,,,,,,370,735,,,,,,,1007,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Trevilian_Station",9286,6762,1007,813,"US","None","1864-06-11","1864-06-12","Battle of Trevilian Station",2,"1864-06-11",269,9146.272258503,905.7621703324,6666.7223244521,646.404828656,"Trevilian Station","Confederate",38.0497,-78.066
"VA100","1862-01-03","1862-01-03","Inconclusive","C","Eastern","Blockade of the Potomac River [October 1861-January 1862]",0,0,0,0,78.08,197.05,"Cockpit Point","Inconclusive","1862-01-03","1862-01-03",50,,"VA",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"TRUE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Cockpit_Point",,50,,,"US","None","1862-01-03","1862-01-03","Battle of Cockpit Point",1,"1862-01-03",36,295.1544628614,0.0097586588,49.8785794995,0.043313124,"Cockpit Point","Inconclusive",38.5586,-77.2642
"VA101","1862-03-23","1862-03-23","Union","B","Eastern","Jackson's Valley Campaign [March-June 1862]",1308,590,718,0,1553.87,4485.72,"Kernstown I","Union","1862-03-23","1862-03-23",3800,8500,"VA",0,1308,590,718,,,,,,691,567,,,,,,718,590,"Union",590,718,7000,3087,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/First_Battle_of_Kernstown",7676,3605,590,718,"CS","None","1862-03-23","1862-03-23","First Battle of Kernstown",1,"1862-03-23",48,6719.6892821125,557.6124828882,3577.4692351284,750.5485415591,"First Kernstown","Union",39.1431,-78.2058
"VA102","1862-05-08","1862-05-08","Confederate","C","Eastern","Jackson's Valley Campaign [March-June 1862]",720,,,6,2258.22,7441.3,"McDowell","Confederate","1862-05-08","1862-05-08",6000,6500,"VA",0,756,256,500,,,,,,,,,,,,,498,256,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_McDowell",6500,6000,259,420,"US","None","1862-05-08","1862-05-08","Battle of McDowell",1,"1862-05-08",60,6228.2760426683,286.8150827116,6115.6925719389,367.5019487697,"McDowell","Confederate",38.3247,-79.4754
"VA103","1862-05-23","1862-05-23","Confederate","C","Eastern","Jackson's Valley Campaign [March-June 1862]",960,904,56,0,944.34,6030.48,"Front Royal","Confederate","1862-05-23","1862-05-23",3000,1063,"VA",0,960,904,56,,,,,,,904,,,,,,,,"Confederate",904,35,1063,16000,"CS","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Front_Royal",1063,3000,773,36,"CS","Union partial","1862-05-23","1862-05-23","Battle of Front Royal",1,"1862-05-23",63,1006.6387485286,834.5840989487,3350.705500848,43.9274784607,"Front Royal","Confederate",38.936,-78.1923
"VA104","1862-05-25","1862-05-25","Confederate","A","Eastern","Jackson's Valley Campaign [March-June 1862]",2419,2019,400,0,1760.28,5153.5,"Winchester I","Confederate","1862-05-25","1862-05-25",16000,6500,"VA",0,2419,2019,400,,,,,,,904,,,,,,,,,2126,365,7000,16000,"CS","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/First_Battle_of_Winchester",6500,16000,2019,400,"CS","Union partial","1862-05-25","1862-05-25","First Battle of Winchester",1,"1862-05-25",64,6532.4198577764,1623.8201309642,15984.0341840559,432.0776317333,"First Winchester","Confederate",39.1773,-78.1744
"VA105","1862-06-08","1862-06-08","Confederate","B","Eastern","Jackson's Valley Campaign [March-June 1862]",951,664,287,0,2152.88,4498.12,"Cross Keys","Confederate","1862-06-08","1862-06-08",5800,11500,"VA",0,972,684,288,,,,,,287,625,,,,,,495,684,"Inconclusive",684,288,10500,5000,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Cross_Keys",11500,5800,664,287,"US","None","1862-06-08","1862-06-08","Battle of Cross Keys",1,"1862-06-08",70,10010.6510623335,637.8813778645,5676.9163237437,313.0141975458,"Cross Keys","Confederate",38.3579,-78.8438
"VA106","1862-06-09","1862-06-09","Confederate","B","Eastern","Jackson's Valley Campaign [March-June 1862]",1818,1002,816,0,2144.74,5445.9,"Port Republic","Confederate","1862-06-09","1862-06-09",6000,3500,"VA",0,1700,900,800,,,,,,657,1002,,,,,,615,1018,"Confederate",1018,800,3000,15000,"CS","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Port_Republic",3500,6000,1002,816,"CS","None","1862-06-09","1862-06-09","Battle of Port Republic",1,"1862-06-09",71,2869.8395726548,953.7317395253,6483.383326895,773.9847874005,"Port Republic","Confederate",38.3002,-78.7933
"VA107","1863-06-13","1863-06-15","Confederate","B","Eastern","Gettysburg Campaign [June-July 1863]",4709,4443,266,0,3113.34,18133.49,"Winchester II","Confederate","1863-06-13","1863-06-15",12500,7000,"VA",0,4709,4443,266,,,,,,850,3000,"Confederate",300,4500,18000,9000,269,4443,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Second_Battle_of_Winchester",7000,12500,4443,269,"CS","Union partial","1863-06-13","1863-06-15","Second Battle of Winchester",3,"1863-06-14",160,6912.6500188486,4015.9572820059,12763.6690119824,316.9387645725,"Second Winchester","Confederate",39.1847,-78.1671
"VA108","1863-07-23","1863-07-23","Inconclusive","D","Eastern","Gettysburg Campaign [June-July 1863]",440,,,6,1745.57,5225.05,"Manassas Gap","Inconclusive","1863-07-23","1863-07-23",,,"VA",6,440,,,,,,,,,,,,,,,,103,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Manassas_Gap",,,,,"US","None","1863-07-23","1863-07-23","Battle of Manassas Gap",1,"1863-07-23",183,4974.4445195674,167.464829331,3524.5554623359,205.757291394,"Manassas Gap","Inconclusive",38.914,-78.114
"VA109","1864-05-10","1864-05-10","Inconclusive","D","Eastern","Crook-Averell Raid on the Virginia & Tennessee Railroad [May 1864]",300,,,6,1049.77,2876.45,"Cove Mountain","Inconclusive","1864-05-10","1864-05-10",4000,2500,"VA",6,300,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Cove_Mountain",2500,4000,,,"CS","None","1864-05-10","1864-05-10","Battle of Cove Mountain",1,"1864-05-10",244,2486.2635270219,163.3758871454,4013.7172480376,151.8463242559,"Cove Mountain","Inconclusive",37.043,-81.122
"VA110","1864-05-15","1864-05-15","Confederate","B","Eastern","Lynchburg Campaign [May-June 1864]",1380,840,540,0,2260.69,5928.92,"New Market","Confederate","1864-05-15","1864-05-15",4090,6275,"VA",0,1361,841,520,,,,,,405,920,,,,,,531,831,"Confederate",831,577,5150,5000,"CS","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_New_Market",6275,4090,840,540,"CS","None","1864-05-15","1864-05-15","Battle of New Market",1,"1864-05-15",248,5086.462201283,803.0213310631,4171.4839128071,510.4283001979,"New Market","Confederate",38.6552,-78.6783
"VA111","1864-06-05","1864-06-06","Union","B","Eastern","Lynchburg Campaign [May-June 1864]",2375,875,1500,0,2862.31,7676.96,"Piedmont","Union","1864-06-05","1864-06-06",5500,8500,"VA",0,2475,875,1600,,,,,,2970,780,,,,,,,780,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Piedmont",8500,5500,875,1500,"US","None","1864-06-05","1864-06-06","Battle of Piedmont",2,"1864-06-05",263,7953.0013858444,831.6515105914,5534.2687576596,1766.1857703757,"Piedmont","Union",38.2142,-78.8994
"VA113","1864-06-25","1864-06-25","Confederate","C","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",150,,,6,562.18,4326.5,"Staunton River Bridge","Confederate","1864-06-25","1864-06-25",4100,5500,"VA",6,150,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Staunton_River_Bridge",5000,4100,116,34,"US","None","1864-06-25","1864-06-25","Battle of Staunton River Bridge",1,"1864-06-25",275,4715.1921259378,109.5248519284,4156.1000217301,41.8106370108,"Staunton River Bridge","Confederate",36.8857,-78.7044
"VA114","1864-07-17","1864-07-18","Confederate","C","Eastern","Early's Raid and Operations Against the B&O Railroad [June-August 1864]",819,422,397,0,1960.81,6187,"Cool Spring","Confederate","1864-07-17","1864-07-18",8000,5000,"VA",0,819,422,397,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Cool_Spring",5000,8000,422,397,"US","None","1864-07-17","1864-07-18","Battle of Cool Spring",2,"1864-07-17",283,4693.025458396,406.9781422286,8084.8314070346,412.3751772131,"Cool Spring","Confederate",39.1457,-77.865
"VA115","1864-07-20","1864-07-20","Union","D","Eastern","Early's Raid and Operations Against the B&O Railroad [June-August 1864]",1100,,,6,1175.08,2393.97,"Rutherford’s Farm","Union","1864-07-20","1864-07-20",3300,2350,"VA",0,742,242,500,,,,,,,,,,,,,,242,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Rutherford's_Farm",2350,3300,220,450,"US","None","1864-07-20","1864-07-20","Battle of Rutherford's Farm",1,"1864-07-20",285,2283.1700026744,246.8815472485,3355.8247793111,603.0918162253,"Rutherford's Farm","Union",39.2193,-78.1333
"VA116","1864-07-24","1864-07-24","Confederate","B","Eastern","Early's Raid and Operations Against the B&O Railroad [June-August 1864]",1800,1200,600,0,2296.17,7542.29,"Kernstown II","Confederate","1864-07-24","1864-07-24",14000,9500,"VA",0,1785,1185,600,,,,,,600,1200,,,,,,,1203,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Second_Battle_of_Kernstown",9750,13500,1200,600,"CS","None","1864-07-24","1864-07-24","Second Battle of Kernstown",1,"1864-07-24",287,9647.8517730039,1171.0225376162,13612.3607831435,640.9036406632,"Second Kernstown","Confederate",39.1395,-78.1953
"VA117","1864-08-16","1864-08-16","Inconclusive","C","Eastern","Sheridan's Valley Campaign [August-October 1864]",550,,,6,1043.53,2341.19,"Guard Hill","Inconclusive","1864-08-16","1864-08-16",,,"VA",0,551,71,480,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Guard_Hill",,,71,480,"US","None","1864-08-16","1864-08-16","Battle of Guard Hill",1,"1864-08-16",295,3921.2080956472,96.153305505,2550.2622901146,440.4677119502,"Guard Hill","Inconclusive",38.9531,-78.2001
"VA118","1864-09-03","1864-09-04","Inconclusive","C","Eastern","Sheridan's Valley Campaign [August-October 1864]",500,,,6,1880.94,7018.01,"Berryville","Inconclusive","1864-09-03","1864-09-04",,,"VA",0,507,312,195,,,,,,,,,,,,,,312,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Berryville",,,314,295,"CS","None","1864-09-03","1864-09-04","Battle of Berryville",2,"1864-09-03",305,4514.1785621654,277.7563213483,4892.8786975576,276.9572708781,"Berryville","Inconclusive",39.1621,-77.9976
"VA119","1864-09-19","1864-09-19","Union","A","Eastern","Sheridan's Valley Campaign [August-October 1864]",8630,5020,3610,0,5288.9,13688.5,"Opequon/Third Winchester","Union","1864-09-19","1864-09-19",15200,39240,"VA",0,8630,5020,3610,37711,17103,4680,2103,"Union",5500,4990,"Union",4000,5000,13000,43000,3611,5018,"Union",5018,3921,37711,17103,"US","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Opequon",40000,12000,5020,3610,"US","None","1864-09-19","1864-09-19","Battle of Opequon",1,"1864-09-19",306,36109.609748804,4604.5970829907,13346.0357770264,3970.6845357724,"Opequon","Union",39.1956,-78.1325
"VA120","1864-09-21","1864-09-22","Union","B","Eastern","Sheridan's Valley Campaign [August-October 1864]",1763,528,1235,0,2750.95,10248.76,"Fisher’s Hill","Union","1864-09-21","1864-09-22",12000,20000,"VA",0,1763,528,1235,,,,,,,,,,,,,1235,528,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Fisher's_Hill",29444,9500,528,1234,"US","None","1864-09-21","1864-09-22","Battle of Fisher's Hill",2,"1864-09-21",307,25864.0211462597,510.3364559231,10107.8019145284,1291.0515720587,"Fisher's Hill","Union",38.9838,-78.3959
"VA121","1864-10-09","1864-10-09","Union","C","Eastern","Sheridan's Valley Campaign [August-October 1864]",407,57,350,0,2018.44,9989.22,"Tom’s Brook","Union","1864-10-09","1864-10-09",3500,6300,"VA",0,407,57,350,,,,,,,,,,,,,,76,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Tom's_Brook",6300,3500,57,350,"US","None","1864-10-09","1864-10-09","Battle of Tom's Brook",1,"1864-10-09",315,6051.0152818746,61.4003946578,3508.7524959524,359.4253998204,"Tom's Brook","Union",38.9429,-78.4458
"VA122","1864-10-19","1864-10-19","Union","A","Eastern","Sheridan's Valley Campaign [August-October 1864]",8575,5665,2910,0,6252.02,13995.28,"Cedar Creek","Union","1864-10-19","1864-10-19",21000,31945,"VA",0,8582,5672,2910,30829,18410,4074,1860,"Union",4200,5995,"Union",3100,5700,18000,40000,2910,5665,"Union",5665,2910,30829,18410,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Cedar_Creek",31610,21102,5764,2910,"CS","None","1864-10-19","1864-10-19","Battle of Cedar Creek",1,"1864-10-19",319,29474.5386485926,5233.2173040173,20297.2346866548,3113.6479276428,"Cedar Creek","Union",39.0208,-78.3038
"VA123","1865-03-02","1865-03-02","Union","B","Eastern","Sheridan's Expedition to Petersburg [March 1865]",1800,,,6,603.56,2205.16,"Waynesboro","Union","1865-03-02","1865-03-02",1600,2500,"VA",0,1630,30,1600,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Waynesboro",2500,1600,,,"US","None","1865-03-02","1865-03-02","Battle of Waynesboro",1,"1865-03-02",350,2391.7365741355,112.0814550295,1605.5845385742,1322.2948447257,"Waynesboro","Union",38.0656,-78.8962
"VA124","1865-04-03","1865-04-03","Inconclusive","D","Eastern","Appomattox Campaign [March-April 1865]",75,,,6,267.32,3828.76,"Namozine Church","Inconclusive","1865-04-03","1865-04-03",700,1000,"VA",5,,81,,,,,,,,,,,,,,,95,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Namozine_Church",1000,700,95,365,"US","Confederate partial","1865-04-03","1865-04-03","Battle of Namozine Church",1,"1865-04-03",364,978.5401237036,53.2401169615,702.741147265,211.683809423,"Namozine Church","Inconclusive",37.2489,-77.7256
"VA125","1864-03-02","1864-03-02","Confederate","C","Eastern","Kilpatrick-Dahlgren Raid [March 1864]",,,,7,750.3,4572.5,"Walkerton","Confederate","1864-03-02","1864-03-02",,,"VA",0,100,100,0,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Walkerton",4000,,,,"US","None","1864-03-02","1864-03-02","Battle of Walkerton",1,"1864-03-02",224,3966.809269154,97.6427956101,775.1228119489,0.1323740862,"Walkerton","Confederate",37.7092,-76.9247
"WV001","1861-06-03","1861-06-03","Union","D","Eastern","Operations in Western Virginia [June-December 1861]",30,4,26,0,403.03,11879.07,"Philippi","Union","1861-06-03","1861-06-03",800,3000,"WV",0,11,5,6,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Philippi_(West_Virginia)",3000,800,4,26,"US","None","1861-06-03","1861-06-03","Battle of Philippi (West Virginia)",1,"1861-06-03",4,2983.3289703425,3.9625474119,811.5787235229,18.9920161229,"Philippi (WV)","Union",39.1532,-80.0428
"WV002","1861-07-02","1861-07-02","Union","D","Eastern","Manassas Campaign [July 1861]",114,23,91,0,525.8,5325.39,"Hoke’s Run","Union","1861-07-02","1861-07-02",,,"WV",0,98,73,25,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Hoke's_Run",,,,,"US","None","1861-07-02","1861-07-02","Battle of Hoke's Run",1,"1861-07-02",7,2413.730419866,42.8017074719,1589.0764466199,58.323220139,"Hoke's Run","Union",39.545,-77.9063
"WV003","1861-07-11","1861-07-11","Union","B","Eastern","Operations in Western Virginia [June-December 1861]",346,46,300,0,140.58,4203.8,"Rich Mountain","Union","1861-07-11","1861-07-11",1300,4900,"WV",0,162,74,88,,,,,,,,,,,,,,61,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Rich_Mountain",,,46,300,"US","None","1861-07-11","1861-07-11","Battle of Rich Mountain",1,"1861-07-11",9,5154.0855920054,55.3504147102,1257.1096555053,231.0177784546,"Rich Mountain","Union",38.8661,-79.9339
"WV004","1861-08-26","1861-08-26","Confederate","D","Eastern","Operations in Western Virginia [June-December 1861]",285,245,40,0,995.25,2103.45,"Kessler’s Cross Lanes","Confederate","1861-08-26","1861-08-26",,,"WV",0,172,132,40,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Kessler's_Cross_Lanes",,,245,40,"CS","None","1861-08-26","1861-08-26","Battle of Kessler's Cross Lanes",1,"1861-08-26",13,1572.1967392594,192.9839066093,5162.8682868309,42.1856299558,"Kessler's Cross Lanes","Confederate",38.235,-80.935
"WV005","1861-09-12","1861-09-15","Union","B","Eastern","Operations in Western Virginia [June-December 1861]",170,80,90,0,3076.9,11271.23,"Cheat Mountain","Union","1861-09-12","1861-09-15",,,"WV",0,171,71,100,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Cheat_Mountain",3000,5000,88,,"CS","None","1861-09-12","1861-09-15","Battle of Cheat Mountain",4,"1861-09-14",17,2729.7211204954,80.4413394708,5095.525948343,94.6978660613,"Cheat Mountain","Union",38.6214,-79.8806
"WV006","1861-09-10","1861-09-10","Union","B","Eastern","Operations in Western Virginia [June-December 1861]",250,,,6,1576.05,5309.7,"Carnifex Ferry","Union","1861-09-10","1861-09-10",,,"WV",0,190,158,32,,,,,,,,,,,,,,158,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Carnifex_Ferry",5000,2000,158,30,"US","None","1861-09-10","1861-09-10","Battle of Carnifex Ferry",1,"1861-09-10",16,4819.6314274002,131.4330189168,1998.3611829594,55.1574189616,"Carnifex Ferry","Union",38.2089,-80.9386
"WV007","1861-10-03","1861-10-03","Inconclusive","D","Eastern","Operations in Western Virginia [June-December 1861]",80,40,40,0,734.84,2321.47,"Greenbrier River","Inconclusive","1861-10-03","1861-10-03",,,"WV",0,95,43,52,,,,,,,,,,,,,52,43,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Greenbrier_River",,,43,41,"US","None","1861-10-03","1861-10-03","Battle of Greenbrier River",1,"1861-10-03",21,2791.1297710005,41.1506455555,1473.374243779,45.992151575,"Greenbrier River","Inconclusive",38.5342,-79.7678
"WV008","1861-12-13","1861-12-13","Inconclusive","C","Eastern","Operations in Western Virginia [June-December 1861]",283,137,146,0,1320.6,5029.8,"Camp Allegheny","Inconclusive","1861-12-13","1861-12-13",,,"WV",0,283,137,146,,,,,,,,,,,,,144,137,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Camp_Allegheny",,,137,146,"US","None","1861-12-13","1861-12-13","Battle of Camp Allegheny",1,"1861-12-13",31,4841.6700645219,132.4298137646,1618.4401532609,161.0109944654,"Camp Allegheny","Inconclusive",38.4739,-79.7244
