battle,event_type,state,year,battle_name,start_date,end_date,text,cas_k,cas_w,cas_m,cas_mp,cas_kwm,cas_total
8713,Action,VA,1864,"Sept. 21: Action, Front Royal",1864-09-21,1864-09-21,"CONNECTICUT--1st Cavalry. INDIANA--3d Cavalry. NEW HAMPSHIRE--1st Cavalry. NEW JERSEY--3d Cavalry. NEW YORK--2d, 5th, 8th and 22d Cavalry. OHIO--2d Cavalry. PENNSYLVANIA--18th Cavalry. VERMONT--1st Cavalry. UNITED STATES--Batteries ""B & L"" and ""M"" 2d Arty.",,,,,,
8714,Skirmish,VA,1864,"Sept. 21: Skirmish, Fisher's Hill",1864-09-21,1864-09-21,"MASSACHUSETTS--2d Cavalry. MICHIGAN--1st, 5th, 6th and 7th Cavalry. NEW YORK--2d, 4th, 5th, 6th, 9th and 19th Cavalry. UNITED STATES--1st, 2d and 5th Cavalry; Batteries ""K & L"" 1st Arty., and ""D"" 2d Arty.",,,,,,
8715,Skirmish,VA,1864,"Sept. 22: Skirmish, Milford",1864-09-22,1864-09-22,"CONNECTICUT--1st Cavalry. INDIANA--3d Cavalry. MASSACHUSETTS--1st Cavalry. MICHIGAN--1st, 5th, 6th and 7th Cavalry. NEW JERSEY--3d Cavalry. NEW HAMPSHIRE--1st Cavalry. NEW YORK--2d, 5th, 8th and 22d Cavalry. OHIO--2d Cavalry. PENNSYLVANIA--18th Cavalry. RHODE ISLAND--1st Cavalry. VERMONT--1st Cavalry. UNITED STATES--1st, 2d and 5th Cavalry; Batteries ""K & L"" 1st Arty., ""B & L,"" ""D"" and ""M"" 2d Arty.",,,,,,
8716,Battle,VA,1864,"Sept. 22: Battle of Fisher's Hill, Woodstock",1864-09-22,1864-09-22,"CONNECTICUT--2d Heavy Arty.; 9th, 12th and 13th Infantry. ILLINOIS--23d Infantry. INDIANA--17th Battery Light Arty.; 8th, 11th and 18th Infantry. IOWA--22d, 24th and 28th Infantry. MAINE--1st and 5th Battery Light Arty.; 1st Veteran, 12th, 14th and 29th Infantry. MARYLAND--6th Infantry. MASSACHUSETTS--3d Cavalry; 1st Battery Light Arty.; 26th, 30th, 34th and 38th Infantry. NEW HAMPSHIRE--14th Infantry. NEW JERSEY--4th, 10th, 14th and 15th Infantry. NEW YORK--1st, 9th, 22d and 25th Cavalry; 5th Heavy Arty., 1st and 5th Indpt. Battery Light Arty.; 43d, 49th, 62d, 65th, 75th, 77th, 90th, 106th, 114th, 116th, 121st, 122d, 128th, 131st, 151st, 153d, 156th, 159th, 175th and 176th Infantry. OHIO--2d and 8th (Detachment) Cavalry; Battery ""L"" 1st Light Arty.; 23d, 34th, 36th, 91st, 110th, 116th, 122d, 123d and 126th Infantry. PENNSYLVANIA--14th and 22d Cavalry; Battery ""D"" 1st Light Arty.; 47th, 54th, 61st, 67th, 82d, 87th, 93d, 95th, 96th, 98th, 102d, 138th and 139th Infantry. RHODE ISLAND--1st Cavalry. VERMONT--1st Cavalry; 1st Heavy Arty.; 2d, 3d, 4th, 5th, 6th, 8th and 10th Infantry. WEST VIRGINIA--1st, 2d and 3d Cavalry; 9th, 10th, 11th, 13th, 14th and 15th Infantry. UNITED STATES--Batteries ""B"" and ""L"" 5th Arty. Union loss, 52 killed, 457 wounded, 19 missing. Total, 528.",,457,19,,52,528
8717,Skirmish,VA,1864,"Sept. 23: Skirmish, Woodstock",1864-09-23,1864-09-23,"INDIANA--11th Infantry. IOWA--22d Infantry; 2d Cavalry. UNITED STATES--1st, 2d and 5th Cavalry.",,,,,,
8718,Skirmish,VA,1864,"Sept. 23: Skirmish, Front Royal",1864-09-23,1864-09-23,,,,,,,
8719,Skirmish,VA,1864,Sept. 23: Skirmish near Edenburg,1864-09-23,1864-09-23,"NEW YORK--6th, 9th and 19th Cavalry.",,,,,,
8720,Action,VA,1864,"Sept. 23-24: Actions, Mount Jackson",1864-09-23,1864-09-24,"INDIANA--11th Infantry. MASSACHUSETTS--30th Infantry. NEW YORK--1st Indpt. Battery Light Arty.; 1st (Lincoln), 6th, 9th and 19th Cavalry; 121st Infantry. OHIO--8th Cavalry; 122d Infantry. PENNSYLVANIA--14th and 22d Cavalry. RHODE ISLAND--Battery ""G"" 1st Light Arty. WEST VIRGINIA--1st, 2d and 3d Cavalry. UNITED STATES--Batteries ""K & L"" 1st Arty., ""L"" 5th Arty.",,,,,,
8721,Skirmish,VA,1864,"Sept. 24: Skirmish, New Market",1864-09-24,1864-09-24,"NEW YORK--6th, 9th and 19th Cavalry. PENNSYLVANIA--95th and 96th Infantry.",,,,,,
8722,Skirmish,VA,1864,"Sept. 24: Skirmish, Forest Hill or Timberville",1864-09-24,1864-09-24,"NEW YORK--1st (Lincoln) Cavalry. OHIO--8th Cavalry. PENNSYLVANIA--14th and 22d Cavalry. WEST VIRGINIA--1st, 2d and 3d Cavalry. UNITED STATES--Battery ""L"" 5th Arty.",,,,,,
8723,Skirmish,VA,1864,"Sept. 24: Skirmish, Mount Crawford",1864-09-24,1864-09-24,NEW YORK--5th Cavalry.,,,,,,
8724,Skirmish,VA,1864,Sept. 24: Skirmish near Winchester,1864-09-24,1864-09-24,PENNSYLVANIA--17th Cavalry (Detachment).,,,,,,
8725,Skirmish,VA,1864,"Sept. 24: Skirmish, Smithfield",1864-09-24,1864-09-24,PENNSYLVANIA--17th Cavalry.,,,,,,
8726,Engagement,VA,1864,"Sept. 24: Engagement, Luray Valley",1864-09-24,1864-09-24,"MASSACHUSETTS--2d Cavalry. MICHIGAN--1st, 5th, 6th and 7th Cavalry. NEW YORK--25th Cavalry. UNITED STATES--1st, 2d and 5th Cavalry.",,,,,,
8727,Skirmish,VA,1864,"Sept. 25: Skirmish, Woodstock",1864-09-25,1864-09-25,CONNECTICUT--2d Heavy Arty.,,,,,,
8728,Action,VA,1864,"Sept. 25: Action, Piedmont",1864-09-25,1864-09-25,WEST VIRGINIA--2d Cavalry.,,,,,,
8729,Skirmish,VA,1864,"Sept. 25: Skirmish, Front Royal",1864-09-25,1864-09-25,UNITED STATES--2d Cavalry.,,,,,,
8730,Skirmish,VA,1864,"Sept. 25: Skirmish, Luray",1864-09-25,1864-09-25,NEW YORK--25th Cavalry.,,,,,,
8731,Skirmish,VA,1864,"Sept. 26: Skirmish, Mount Sidney",1864-09-26,1864-09-26,WEST VIRGINIA--3d Cavalry.,,,,,,
8732,Skirmish,VA,1864,"Sept. 26: Skirmish, Vaughan Road",1864-09-26,1864-09-26,MAINE--1st Cavalry.,,,,,,
8733,Action,VA,1864,"Sept. 26: Action, Brown's Gap",1864-09-26,1864-09-26,"NEW YORK--1st (Lincoln) and 21st Cavalry. PENNSYLVANIA--14th and 22d Cavalry. WEST VIRGINIA--1st, 2d and 3d Cavalry. UNITED STATES--Battery ""L"" 5th Arty. Union loss, 25 killed, wounded and missing.",25,0,0,0,0,25
8734,Action,VA,1864,"Sept. 26-27: Actions, Port Republic",1864-09-26,1864-09-27,"MASSACHUSETTS--2d Cavalry. MICHIGAN--1st, 5th, 6th and 7th Cavalry. NEW YORK--6th, 9th, 19th and 25th Cavalry. UNITED STATES--1st, 2d and 5th Cavalry; Battery ""K & L"" 1st Arty.",,,,,,
8735,Action,VA,1864,"Sept. 26-27: Actions, Weyer's Cave",1864-09-26,1864-09-27,"NEW YORK--1st (Lincoln) Cavalry. PENNSYLVANIA--14th and 22d Cavalry. WEST VIRGINIA--1st, 2d and 3d Cavalry. UNITED STATES--Battery ""L"" 5th Arty. Union loss, 50 killed, wounded and missing.",50,0,0,0,0,50
8736,Skirmish,VA,1864,"Sept. 28: Skirmish, McGaugheysville",1864-09-28,1864-09-28,NEW YORK--19th Cavalry.,,,,,,
8737,Skirmish,VA,1864,"Sept. 28: Skirmish, Mount Jackson",1864-09-28,1864-09-28,WEST VIRGINIA--3d Cavalry.,,,,,,
8738,Skirmish,VA,1864,"Sept. 28: Skirmish, Rockfish Gap",1864-09-28,1864-09-28,"MASSACHUSETTS--2d Cavalry. UNITED STATES--1st, 2d and 5th Cavalry.",,,,,,
8739,Skirmish,VA,1864,"Sept. 28: Skirmish, Port Republic",1864-09-28,1864-09-28,"MICHIGAN--1st, 5th, 6th and 7th Cavalry. PENNSYLVANIA--14th and 22d Cavalry. OHIO--8th Cavalry.",,,,,,
8740,Engagement,VA,1864,"Sept. 29-30: Engagement, Chaffin's Farm, Fort Harrison, Fort Gilmer, New Market Heights and Laurel Hill",1864-09-29,1864-09-30,"CONNECTICUT--1st Battery Light Arty.; 6th, 7th, 8th, 10th, 21st and 29th (Colored) Infantry. DISTRICT OF COLUMBIA--1st Cavalry. ILLINOIS--39th Infantry. INDIANA--13th Infantry. MAINE--8th, 9th and 11th Infantry. MARYLAND--1st Cavalry. MASSACHUSETTS--4th Cavalry; 24th Infantry. NEW HAMPSHIRE--3d, 4th, 7th, 10th and 13th Infantry. NEW JERSEY--4th and 5th Batteries Light Arty. NEW YORK--3d Cavalry; Batteries ""E,"" ""H,"" ""K"" and ""M"" 3d Light Arty., 16th Heavy Arty., 7th, 16th and 17th Indpt. Batteries Light Arty.; 3d, 47th, 48th, 81st, 89th, 92d, 96th, 98th, 100th, 112th, 115th, 117th, 118th, 139th, 142d, 148th, 158th and 169th Infantry. OHIO--62d and 67th Infantry. PENNSYLVANIA--5th and 11th Cavalry; 2d Heavy Arty., Batteries ""A,"" ""E"" and ""F"" 1st Light Arty.; 55th, 58th, 76th, 85th, 97th, 188th and 203d Infantry. RHODE ISLAND--Battery ""F"" 1st Light Arty., Battery ""C"" 3d Arty. VERMONT--9th Infantry. WISCONSIN--4th Battery Light Arty. UNITED STATES--Batteries ""B,"" ""C & D"" and ""M"" 1st Arty., ""E"" 3d Arty., ""D"" and ""L"" 4th Arty., ""A"" and ""F"" 5th Arty.; 1st Colored Cavalry; 1st, 4th, 5th, 6th, 7th, 8th, 9th, 22d, 36th, 37th, 38th and 115th Colored Infantry. Union loss, 383 killed, 2,299 wounded, 645 captured and missing. Total, 3,327.",,,,645,,332
8741,Action,VA,1864,"Sept. 29: Action, Waynesborough",1864-09-29,1864-09-29,"INDIANA--3d Cavalry. NEW HAMPSHIRE--1st Cavalry. NEW JERSEY--3d Cavalry. NEW YORK--2d, 5th, 8th and 22d Cavalry. OHIO--2d Cavalry. PENNSYLVANIA--18th Cavalry. RHODE ISLAND--1st Cavalry. VERMONT--1st Cavalry. UNITED STATES--Batteries ""B & L"" and ""M"" 2d Arty.",,,,,,
8742,Skirmish,VA,1864,"Sept. 29: Skirmish, Fisher's Hill",1864-09-29,1864-09-29,PENNSYLVANIA--17th Cavalry.,,,,,,
8743,Skirmish,VA,1864,"Sept. 29: Skirmish, Wyatt's Farm",1864-09-29,1864-09-29,MAINE--1st Cavalry. PENNSYLVANIA--13th Cavalry.,,,,,,
8744,Skirmish,VA,1864,"Sept. 29: Skirmish, Vaughan Road",1864-09-29,1864-09-29,"NEW YORK--Battery ""D"" 1st Light Arty.",,,,,,
8745,Skirmish,VA,1864,"Sept. 29: Skirmish, Ream's Station",1864-09-29,1864-09-29,PENNSYLVANIA--4th Cavalry.,,,,,,
8746,Battle,VA,1864,"Sept. 29-Oct. 2: Battle of Poplar Springs Church, Peeble's Farm, Pegram's Farm, Chappell House and Laurel Hill",1864-09-29,1864-10-02,"DELAWARE--3d and 4th Infantry. INDIANA--20th Infantry. MAINE--1st Cavalry; 1st Heavy Arty.; 7th Battery Light Arty.; 17th, 20th, 31st and 32d Infantry. MARYLAND--1st, 2d, 3d, 4th, 7th, 8th and Purnell Legion Infantry. MASSACHUSETTS--1st Cavalry; 1st Heavy Arty., 11th Battery Light Arty.; 11th, 18th, 21st, 29th, 32d, 35th, 36th, 56th, 57th, 58th and 59th Infantry. MICHIGAN--1st Sharpshooters, Brady's and Jardine's S. S.; 1st, 2d, 5th, 8th, 16th, 17th, 20th and 27th Infantry. NEW HAMPSHIRE--6th, 9th and 11th Infantry. NEW JERSEY--1st Cavalry; 5th, 7th, 8th and 11th Infantry. NEW YORK--10th and 24th Cavalry; 2d Mounted Rifles; 4th, 14th and 15th Heavy Arty., 15th, 19th and 34th Indpt. Batteries Light Arty.; 5th, 40th, 44th, 46th, 51st, 72d, 73d, 76th, 86th, 93d, 95th, 109th, 120th, 124th, 140th, 146th, 147th and 179th Infantry. OHIO--6th and 13th Cavalry; 60th Infantry. PENNSYLVANIA--1st, 2d, 4th, 8th, 13th, 16th and 21st Cavalry.; Indpt. Battery ""D"" Light Arty.; 45th, 48th, 50th, 51st, 56th, 57th, 83d, 84th, 91st, 99th, 100th, 105th, 110th, 118th, 131st, 141st, 142d, 149th, 155th, 157th, 190th, 191st and 198th Infantry. RHODE ISLAND--4th and 7th Infantry. VERMONT--17th Infantry. WISCONSIN--37th and 38th Infantry. UNITED STATES--Batteries ""H & I"" 1st Arty., ""A"" 2d Arty.; 1st and 2d Sharpshooters; 10th, 11th, 12th, 14th and 17th Infantry. Union loss, 187 killed, 900 wounded, 1,802 captured and missing. Total, 2,889.",,,,,,288
8747,Skirmish,VA,1864,"Sept. 30: Skirmish, Cedar Bluff",1864-09-30,1864-09-30,MICHIGAN--11th Cavalry.,,,,,,
8748,Skirmish,VA,1864,"Sept. 30: Skirmish, Fort Harrison",1864-09-30,1864-09-30,UNITED STATES--22d Colored Infantry.,,,,,,
8749,Skirmish,VA,1864,"Sept. 30: Skirmish, Richmond",1864-09-30,1864-09-30,"PENNSYLVANIA--Battery ""E"" 1st Light Arty.",,,,,,
8750,Action,VA,1864,"Sept. 30-Oct. 1: Action, Arthur's Swamp",1864-09-30,1864-10-01,"MASSACHUSETTS--1st Cavalry. NEW JERSEY--1st Cavalry. NEW YORK--10th Cavalry. OHIO--6th Cavalry. PENNSYLVANIA--1st, 2d, 4th, 8th, 13th and 16th Cavalry. UNITED STATES--Battery ""A"" 2d Arty. Union loss, 60 wounded, 100 missing. Total, 160.",,60,100,,,160
8751,Skirmish,VA,1864,"Oct. 1: Skirmish, Cedar Creek",1864-10-01,1864-10-01,WEST VIRGINIA--11th Infantry.,,,,,,
8752,Action,VA,1864,"Oct. 1: Action, Charles City Cross Roads",1864-10-01,1864-10-01,PENNSYLVANIA--1st Cavalry. WISCONSIN--4th Battery Light Arty.,,,,,,
8753,Action,VA,1864,"Oct. 1: Action, Chaffin's Farm",1864-10-01,1864-10-01,CONNECTICUT--7th Infantry.,,,,,,
8754,Skirmish,VA,1864,"Oct. 1: Skirmish, Duncan Road",1864-10-01,1864-10-01,MAINE--1st Cavalry. NEW YORK--10th Cavalry.,,,,,,
8755,Skirmish,VA,1864,"Oct. 1: Skirmish, Deep Bottom",1864-10-01,1864-10-01,UNITED STATES--38th Colored Infantry.,,,,,,
8756,Skirmish,VA,1864,"Oct. 1: Skirmish, Stony Creek Station",1864-10-01,1864-10-01,PENNSYLVANIA--4th Cavalry.,,,,,,
8757,Skirmish,VA,1864,"Oct. 1: Skirmish, Fisher's Hill",1864-10-01,1864-10-01,PENNSYLVANIA--17th Cavalry.,,,,,,
8758,Engagement,VA,1864,"Oct. 2: Engagement, Vaughan Road",1864-10-02,1864-10-02,MAINE--1st Cavalry. MASSACHUSETTS--1st Cavalry. NEW JERSEY--1st Cavalry. NEW YORK--24th Cavalry.,,,,,,
8759,Skirmish,VA,1864,"Oct. 2: Skirmish, Bridgewater",1864-10-02,1864-10-02,NEW JERSEY--3d Cavalry. NEW YORK--2d Cavalry.,,,,,,
8760,Action,VA,1864,"Oct. 2: Action, Saltsville",1864-10-02,1864-10-02,"KENTUCKY--11th and 13th Cavalry; 26th, 30th, 35th, 37th, 39th, 40th and 45th Mounted Infantry. MICHIGAN--11th Cavalry. OHIO--12th Cavalry. UNITED STATES--5th and 6th Colored Cavalry. Union loss, 54 killed, 190 wounded, 104 missing. Total, 348.",,190,104,,54,348
8761,Skirmish,VA,1864,"Oct. 2: Skirmish, Gladesville, Pound Gap",1864-10-02,1864-10-02,KENTUCKY--1st Cavalry; 3d Mounted Infantry.,,,,,,
8762,Skirmish,VA,1864,"Oct. 2: Skirmish, Mount Crawford",1864-10-02,1864-10-02,"MASSACHUSETTS--2d Cavalry. MICHIGAN--1st, 5th, 6th and 7th Cavalry. NEW YORK--6th, 9th, 19th and 25th Cavalry. UNITED STATES--1st, 2d and 5th Cavalry.",,,,,,
8763,Skirmish,VA,1864,"Oct. 3: Skirmish, North River",1864-10-03,1864-10-03,(No Reports.),,,,,,
8764,Skirmish,VA,1864,"Oct. 3: Skirmish, Mount Jackson",1864-10-03,1864-10-03,PENNSYLVANIA--14th Cavalry (Detachment).,,,,,,
8765,Skirmish,VA,1864,"Oct. 4: Skirmish, Bridgewater",1864-10-04,1864-10-04,OHIO--2d Cavalry (Detachment).,,,,,,
8766,Skirmish,VA,1864,"Oct. 4: Skirmish, Poplar Springs Church",1864-10-04,1864-10-04,NEW YORK--2d Mounted Rifles.,,,,,,
8767,Skirmish,VA,1864,"Oct. 4: Skirmish, Fellmore",1864-10-04,1864-10-04,UNITED STATES--1st Colored Cavalry.,,,,,,
8768,Action,VA,1864,"Oct. 4: Action, Sandy Mountain",1864-10-04,1864-10-04,MICHIGAN--11th Cavalry.,,,,,,
8769,Skirmish,VA,1864,"Oct. 4: Skirmish, Salem",1864-10-04,1864-10-04,PENNSYLVANIA--5th Heavy Arty.,,,,,,
8770,Skirmish,VA,1864,"Oct. 6: Skirmish, Salem Church",1864-10-06,1864-10-06,MICHIGAN--7th Cavalry.,,,,,,
8771,Skirmish,VA,1864,"Oct. 6: Skirmish, North Shenandoah",1864-10-06,1864-10-06,OHIO--8th Cavalry.,,,,,,
8772,Skirmish,VA,1864,Oct. 6: Skirmish near Brock's Gap,1864-10-06,1864-10-06,NEW YORK--5th Cavalry. PENNSYLVANIA--18th Cavalry.,,,,,,
8773,Affair,VA,1864,Oct. 6: Affair near Fisher's Hill,1864-10-06,1864-10-06,Picket attack.,,,,,,
8774,Skirmish,VA,1864,"Oct. 7: Skirmish, Back Road, near Strasburg",1864-10-07,1864-10-07,INDIANA--3d Cavalry. NEW HAMPSHIRE--1st Cavalry. NEW YORK--8th and 21st Cavalry. VERMONT--1st Cavalry.,,,,,,
8775,Skirmish,VA,1864,"Oct. 7: Skirmish, Rectortown",1864-10-07,1864-10-07,PENNSYLVANIA--5th Heavy Arty.,,,,,,
8776,Skirmish,VA,1864,"Oct. 7: Skirmish, Luray Valley",1864-10-07,1864-10-07,OHIO--8th Cavalry.,,,,,,
8777,Skirmish,VA,1864,"Oct. 7: Skirmish, Johnson's Farm",1864-10-07,1864-10-07,"NEW YORK--3d Cavalry. UNITED STATES--Battery ""B"" 1st Arty.",,,,,,
8778,Skirmish,VA,1864,Oct. 7: Skirmish near Columbia Furnace,1864-10-07,1864-10-07,NEW HAMPSHIRE--1st Cavalry. NEW YORK--5th and 8th Cavalry. OHIO--2d Cavalry. VERMONT--1st Cavalry.,,,,,,
8779,Engagement,VA,1864,"Oct. 7: Engagement, Darbytown and New Market Roads, Johnson's Farm and Creek, Four Mile Creek",1864-10-07,1864-10-07,"CONNECTICUT--6th, 7th and 10th Infantry. DISTRICT OF COLUMBIA--1st Cavalry. ILLINOIS--39th Infantry. MAINE--11th Infantry. MASSACHUSETTS--24th Infantry. NEW HAMPSHIRE--3d and 7th Infantry. NEW JERSEY--5th Battery Light Arty. NEW YORK--3d Cavalry; 16th Heavy Arty., Battery ""H"" 3d Light Arty.; 100th Infantry. OHIO--62d and 67th Infantry. PENNSYLVANIA--5th and 11th Cavalry; 85th Infantry. RHODE ISLAND--Battery ""C"" 3d Arty. WISCONSIN--4th Battery Light Arty. UNITED STATES--Batterles ""B"" and ""C & D"" 1st Arty., ""E"" 3d Arty., ""D"" 4th Arty. Union loss, 49 killed, 253 wounded, 156 missing. Total, 458.",,253,156,,49,458
8780,Reconn,VA,1864,Oct. 8: Reconnoissance on Vaughan and Squirrel Level Road,1864-10-08,1864-10-08,"MARYLAND--3d Infantry. MASSACHUSETTS--29th, 57th and 59th Infantry. MICHIGAN--1st Sharpshooters; 2d, 8th, 17th, 20th and 27th Infantry. NEW YORK--24th Cavalry (Dismounted); 14th Heavy Arty., 46th and 109th Infantry. OHIO--13th Cavalry (Dismounted); 60th Infantry. PENNSYLVANIA--50th, 51st and 100th Infantry. Union loss, 50 wounded.",0,50,0,0,0,50
8781,Skirmish,VA,1864,"Oct. 8: Skirmish, Chaffin's Farm",1864-10-08,1864-10-08,NEW YORK--3d Cavalry.,,,,,,
8782,Skirmish,VA,1864,"Oct. 8: Skirmish, Luray Valley",1864-10-08,1864-10-08,"MICHIGAN--1st, 5th, 6th and 7th Cavalry.",,,,,,
8783,Engagement,VA,1864,"Oct. 8-9: Engagement, Tom's Brook, ""Woodstock Races,"" Fisher's Hill, Strasburg",1864-10-08,1864-10-09,"CONNECTICUT--1st Cavalry. MASSACHUSETTS--2d Cavalry. MICHIGAN--1st, 5th, 6th and 7th Cavalry. NEW HAMPSHIRE--1st Cavalry. NEW JERSEY--3d Cavalry. NEW YORK--2d, 5th, 6th, 8th, 9th, 19th, 22d and 25th Cavalry. OHIO--2d Cavalry. PENNSYLVANIA--18th Cavalry. VERMONT--1st Cavalry. UNITED STATES--1st, 2d and 5th Cavalry; Batteries ""B & L,"" ""D"" and ""M"" 2d Arty. Union loss, 9 killed, 67 wounded. Total, 76.",,67,,,9,76
8784,Action,VA,1864,"Oct. 9: Action, Mount Olive",1864-10-09,1864-10-09,NEW YORK--8th Cavalry. VERMONT--1st Cavalry.,,,,,,
8785,Skirmish,VA,1864,Oct. 9: Skirmish near Piedmont,1864-10-09,1864-10-09,ILLINOIS--8th Cavalry.,,,,,,
8786,Skirmish,VA,1864,Oct. 10: Skirmish near Rectortown,1864-10-10,1864-10-10,ILLINOIS--8th Cavalry.,,,,,,
8787,Skirmish,VA,1864,"Oct. 10: Skirmish, Fisher's Hill",1864-10-10,1864-10-10,OHIO--2d Cavalry.,,,,,,
8788,Skirmish,VA,1864,"Oct. 11: Skirmish, Newtonia",1864-10-11,1864-10-11,PENNSYLVANIA--17th Cavalry.,,,,,,
8789,Skirmish,VA,1864,"Oct. 11: Skirmish, White Plains",1864-10-11,1864-10-11,ILLINOIS--8th Cavalry.,,,,,,
8790,Skirmish,VA,1864,"Oct. 11-12: Skirmish, Stony Creek Station",1864-10-11,1864-10-12,PENNSYLVANIA--13th Cavalry.,,,,,,
8791,Engagement,VA,1864,"Oct. 13: Engagement, Darbytown Road",1864-10-13,1864-10-13,"CONNECTICUT--7th, 10th and 20th (Colored) Infantry. DISTRICT OF COLUMBIA--1st Cavalry. ILLINOIS--39th Infantry. MAINE--11th Infantry. MARYLAND--1st Cavalry. MASSACHUSETTS--24th Infantry. NEW HAMPSHIRE--3d Infantry. NEW YORK--3d Cavalry; 7th Mounted Rifles; 16th Heavy Arty.; 100th Infantry. OHIO--62d and 67th Infantry. PENNSYLVANIA--5th and 11th Cavalry. WISCONSIN--4th Battery Light Arty. UNITED STATES--7th, 8th, 9th and 49th Colored Infantry. Union loss, 36 killed, 358 wounded, 43 missing. Total, 437.",,358,43,,36,437
8792,Skirmish,VA,1864,"Oct. 13: Skirmish, Charles City Cross Roads",1864-10-13,1864-10-13,NEW HAMPSHIRE--7th Infantry.,,,,,,
8793,Skirmish,VA,1864,"Oct. 13: Skirmish, Harrison's Landing",1864-10-13,1864-10-13,MASSACHUSETTS--4th Cavalry.,,,,,,
8794,Action,VA,1864,"Oct. 13: Action, Cedar Creek",1864-10-13,1864-10-13,"CONNECTICUT--1st Cavalry. MASSACHUSETTS--34th Infantry. NEW JERSEY--3d Cavalry. NEW YORK--2d and 5th Cavalry; 5th Heavy Arty. OHIO--2d Cavalry; 116th and 123d Infantry. PENNSYLVANIA--18th Cavalry; Battery ""D"" 1st Light Arty.; 54th Infantry. WEST VIRGINIA--10th, 11th and 15th Infantry. Union loss, 30 killed, 144 wounded, 40 missing. Total, 214.",,144,40,,30,214
8795,Action,VA,1864,"Oct. 14: Action, Krop's Hill or Strasburg",1864-10-14,1864-10-14,"NEW YORK--6th, 9th and 19th Cavalry.",,,,,,
8796,Expedition,VA,1864,Oct. 15-17: Expedition from Bernard's Mill to Murfree's Station,1864-10-15,1864-10-17,"NEW YORK--20th Cavalry (Cos. ""D,"" ""I,"" ""K"") 8th Indpt. Battery Light Arty. (Section).",,,,,,
8797,Skirmish,VA,1864,"Oct. 16: Skirmish, Darbytown Road",1864-10-16,1864-10-16,NEW YORK--7th Cavalry (1st M. R.).,,,,,,
8798,Skirmish,VA,1864,"Oct. 16: Skirmish, Blackwater",1864-10-16,1864-10-16,"NEW YORK--20th Cavalry (Cos. ""D,"" ""I,"" ""K""); 8th Indpt. Battery Light Arty. (Section). Union loss, 5 wounded.",0,5,0,0,0,5
8799,Expedition,VA,1864,Oct. 16-18: Expedition from City Point into Surrey County,1864-10-16,1864-10-18,OHIO--6th Cavalry. UNITED STATES--1st and 5th Cavalry.,,,,,,
8800,Skirmish,VA,1864,"Oct. 17: Skirmish, Cedar Run Church",1864-10-17,1864-10-17,"CONNECTICUT--1st Cavalry. Union loss, 25 missing.",0,0,25,0,0,25
8801,Battle,VA,1864,"Oct. 19: Battle of Cedar Creek, Middletown, Belle Grove",1864-10-19,1864-10-19,"CONNECTICUT--1st Cavalry; 2d Heavy Arty.; 9th, 12th and 13th Infantry. INDIANA--17th Battery Light Arty.; 8th, 11th and 18th Infantry. IOWA--22d, 24th and 28th Infantry. MAINE--1st and 5th Batteries Light Arty.; 1st Veteran; 12th, 14th and 29th Infantry. MARYLAND--6th Infantry. MASSACHUSETTS--2d and 3d Cavalry; 26th, 30th, 34th and 38th Infantry. MICHIGAN--1st, 5th, 6th and 7th Cavalry. NEW HAMPSHIRE--14th Infantry. NEW JERSEY--3d Cavalry; 4th, 10th, 14th and 15th Infantry. NEW YORK--2d, 5th, 6th, 8th, 9th and 19th Cavalry; 5th, 6th and 9th Heavy Arty.; 1st, 5th and 6th Indpt. Batteries Light Arty.; 41st, 43d, 49th, 62d, 65th, 75th, 77th, 90th, 106th, 114th, 116th, 121st, 122d, 128th, 131st, 151st, 153d, 156th, 159th, 175th, 176th and 184th Infantry. OHIO--2d and 8th (Detachment) Cavalry; Battery ""L"" 1st Light Arty.; 23d, 34th, 36th, 110th, 116th, 122d, 123d and 126th Infantry. PENNSYLVANIA--14th and 22d Cavalry; Battery ""D"" 1st Light Arty.; 47th, 54th, 61st, 67th, 87th, 93d, 95th, 96th, 98th, 102d, 138th and 139th Infantry. RHODE ISLAND--Batteries ""C,"" ""D"" and ""G"" 1st Light Arty. VERMONT--1st Cavalry; 1st Heavy Arty.; 2d, 3d, 4th, 5th, 6th, 8th and 10th Infantry. WEST VIRGINIA--1st Cavalry; 5th, 9th, 10th, 11th, 13th, 14th and 15th Infantry. UNITED STATES--1st, 2d, 5th and 6th Cavalry; Batteries ""K & L"" 1st Arty., ""B & L"" 2d Arty., ""C"" and ""F & K"" 3d Arty., ""B"" and ""M"" 5th Arty. Union loss, 644 killed, 3,430 wounded, 1,591 captured and missing. Total, 5,665.",,,,,,566
8802,Skirmish,VA,1864,"Oct. 20: Skirmish, Fisher's Hill",1864-10-20,1864-10-20,NEW YORK--9th and 19th Cavalry.,,,,,,
8803,Skirmish,VA,1864,"Oct. 23: Skirmish, Dry Run",1864-10-23,1864-10-23,"NEW YORK--1st (Lincoln) Cavalry (Detachment). OHIO--8th Cavalry (Detachment). PENNSYLVANIA--14th and 22d Cavalry (Detachments). WEST VIRGINIA--1st, 2d and 3d Cavalry (Detachments).",,,,,,
